,Name,EstablishmentType,Rating,NumReviews,Address,Cuisine,CostForTwo,City
7142,Shitake Sushi and Thai,CASUAL DINING,3.4,11.0,4401 Highway 7,Japanese,40.0,Woodbridge
7143,Bocconcino Ristorante,CASUAL DINING,3.6,21.0,331 Trowers Road,Italian,65.0,Woodbridge
7144,La Paloma Gelateria & Cafe,DESSERT PARLOR,3.3,17.0,200 Windflower Gate,Italian,20.0,Woodbridge
7145,Parmigiana Sandwiches,QUICK BITES,3.4,17.0,180 Winges Road,Italian,30.0,Woodbridge
7146,Milestones,CASUAL DINING,3.8,27.0,3900 Highway 7,BBQ,65.0,Woodbridge
7147,Nino D'Aversa Bakery,BAKERY,3.5,26.0,7960 Kipling Avenue,Italian,35.0,Woodbridge
7148,Pho Linh,CASUAL DINING,3.6,15.0,2100 Steeles Avenue West,Vietnamese,20.0,Woodbridge
7149,Corned Beef House,CASUAL DINING,3.7,16.0,120 Whitmore Drive,Deli,35.0,Woodbridge
7150,Eastern Sense,CASUAL DINING,3.8,19.0,200 Marycroft Avenue,Chinese,45.0,Woodbridge
7151,E & R Sweetery,BAKERY,,,90 Winges Road Unit 21,Bakery,10.0,Woodbridge
7152,Xpress BBQ,QUICK BITES,3.9,16.0,40 Innovation Dr,Portuguese,25.0,Woodbridge
7153,Trattoria Re Di Napoli,CASUAL DINING,3.6,10.0,8787 Weston Road,Italian,60.0,Woodbridge
7154,Oh So Sweet,BAKERY,3.1,17.0,8099 Weston Road,Coffee and Cafe,15.0,Woodbridge
7155,Boar N Wing,BAR,2.9,20.0,40 Innovation Drive,Bar Food,60.0,Woodbridge
7156,Mucho Burrito,QUICK BITES,3.8,33.0,30 Famous Avenue,American,30.0,Woodbridge
7157,Spin Dessert Cafe,CAFÉ,3.5,14.0,7600 Weston Road,Desserts,40.0,Woodbridge
7158,Pho Tan Dinh Restaurant,CASUAL DINING,3.6,12.0,7 Power Centre,Vietnamese,35.0,Woodbridge
7159,Gran Gusto Ristorante Pizzeria,CASUAL DINING,3.9,13.0,3883 Highway 7,Italian,70.0,Woodbridge
7160,Pho Asia Vietnamese Noodle House,CASUAL DINING,3.2,12.0,110 Woodbridge Avenue,Vietnamese,25.0,Woodbridge
7161,Tremonti,CASUAL DINING,3.5,20.0,3850 Steeles Avenue West,Italian,90.0,Woodbridge
7162,Swiss Chalet,CASUAL DINING,3.8,19.0,3737 Rutherford Road,American,40.0,Woodbridge
7163,T2 Lounge,CASUAL DINING,2.8,18.0,177 Whitmore Road,Italian,90.0,Woodbridge
7164,Texas Pit,QUICK BITES,3.8,18.0,5731 Highway 7,American,30.0,Woodbridge
7165,Pie Wood Fired Pizza Joint,CASUAL DINING,3.2,5.0,200 Whitmore Road,Fast Food,25.0,Woodbridge
7166,Osteria Berto,CASUAL DINING,3.7,16.0,6150 Highway 7,Italian,40.0,Woodbridge
7167,Emily's Bakery,CAFÉ,3.6,4.0,9591 Weston Road,Cafe,25.0,Woodbridge
7168,Chiaro Ristorante,CASUAL DINING,3.4,8.0,28 Roytec Road,Italian,70.0,Woodbridge
7169,Artigiano Ristorante,CASUAL DINING,3.3,6.0,40 Hanlan Road,Italian,80.0,Woodbridge
7170,Patisserie V Marie,BAKERY,3.7,13.0,27 Roytec Road,Bakery,10.0,Woodbridge
7171,Sunset Grill,CASUAL DINING,2.9,13.0,8280 Highway 27,Diner,30.0,Woodbridge
7172,The Moose and Firkin,CASUAL DINING,3.4,8.0,7600 Weston Road,Bar Food,65.0,Woodbridge
7173,Sweet Boutique,BAKERY,3.0,15.0,471 Jevlan Drive,Desserts,125.0,Woodbridge
7174,Nu Panino,QUICK BITES,3.6,15.0,6150 Highway 7,Italian,30.0,Woodbridge
7175,Spigolo Ristorante,CASUAL DINING,2.8,12.0,200 Marycroft Avenue,Italian,50.0,Woodbridge
7176,L'Antipasto Ristorante,CASUAL DINING,3.3,15.0,8001 Weston Road,Italian,75.0,Woodbridge
7177,Al Fogolar,CASUAL DINING,3.7,13.0,7065 Islington Avenue,Italian,75.0,Woodbridge
7178,Pita Land,QUICK BITES,3.8,15.0,3650 Langstaff Road,Middle Eastern,30.0,Woodbridge
7179,Greek Brothers,CASUAL DINING,3.3,13.0,3603 Langstaff Road,Mediterranean,30.0,Woodbridge
7180,Mr. Greek,CASUAL DINING,3.1,14.0,130 Windflower Gate,Mediterranean,45.0,Woodbridge
7181,La Forketta,CASUAL DINING,3.7,5.0,4300 Steeles Avenue West,Breakfast,60.0,Woodbridge
7182,Costa Verde,QUICK BITES,3.3,8.0,3737 Major Mackenzie Drive,BBQ,35.0,Woodbridge
7183,Belleenys,BAR,3.3,9.0,4000 Steeles Avenue West,Bar Food,60.0,Woodbridge
7184,Copacabana Grilled Brazilian,CASUAL DINING,3.2,6.0,205 Marycroft Avenue,Brazilian,100.0,Woodbridge
7185,Hama Sushi,CASUAL DINING,3.3,5.0,3611 Major Mackenzie Drive,Japanese,40.0,Woodbridge
7186,Starbucks,CAFÉ,3.7,14.0,3900 Highway 7,Cafe,20.0,Woodbridge
7187,Remo's Bistro Cafe,CAFÉ,3.7,8.0,4610 Highway 7,Italian,,Woodbridge
7188,Pizzaville,QUICK BITES,3.6,9.0,31 Colossus Dr Unit 101,Fast Food,25.0,Woodbridge
7189,Pizza Nova,QUICK BITES,3.5,10.0,5100 Rutherford Road,Fast Food,30.0,Woodbridge
7190,Hero Certified Burgers,QUICK BITES,2.7,9.0,21 Famous Avenue,American,25.0,Woodbridge
7191,Gelato Gelato,CASUAL DINING,,,3650 Langstaff Road,Fast Food,30.0,Woodbridge
7192,King Of Fish 'N' Chips,CASUAL DINING,3.6,7.0,Opening Soon,British,30.0,Woodbridge
7193,By Mongiovi,CASUAL DINING,3.3,7.0,688 Chrislea Road,Italian,60.0,Woodbridge
7194,Spinello,CASUAL DINING,3.5,8.0,129 Rowntree Dairy Road,Italian,55.0,Woodbridge
7195,Porcello Cantina,CASUAL DINING,2.9,5.0,125 Hawkview Boulevard,Italian,30.0,Woodbridge
7196,Johnathan's,CASUAL DINING,3.6,9.0,200 Marycroft Ave,Coffee and Cafe,25.0,Woodbridge
7197,Amici Pizzeria & Panini,QUICK BITES,3.9,5.0,3550 Rutherford Road,Fast Food,35.0,Woodbridge
7198,La Fonte Trattoria,CASUAL DINING,3.5,6.0,4370 Steeles Avenue West,Italian,,Woodbridge
7199,Rosticcera Dolce E Salato,CASUAL DINING,3.5,8.0,8611 Weston Road,Italian,35.0,Woodbridge
7200,Aida's Pine Valley Bakery,BAKERY,,,830 Rowntree Dairy Road,Bakery,15.0,Woodbridge
7201,Bar Burrito,QUICK BITES,3.3,6.0,8290 Highway 27,American,25.0,Woodbridge
7202,Mrs. Greek Souvlaki,CASUAL DINING,3.5,4.0,3850 Steeles Avenue West,Mediterranean,30.0,Woodbridge
7203,Green Grotto Tea Room,CAFÉ,,,3600 Rutherford Road,Cafe,25.0,Woodbridge
7204,Extreme Pita,QUICK BITES,3.1,7.0,25 Woodstream Boulevard,Fast Food,25.0,Woodbridge
7205,Wok With Yu,CASUAL DINING,3.1,6.0,4000 Steeles Avenue West,Chinese,35.0,Woodbridge
7206,Harvey's,QUICK BITES,3.7,9.0,1000 Rowntree Dairy Road,Fast Food,25.0,Woodbridge
7207,Steeles Garden,CASUAL DINING,3.9,6.0,3850 Steeles Avenue West,Chinese,40.0,Woodbridge
7208,Miss Pho Restaurant,CASUAL DINING,3.3,4.0,4040 Steeles Avenue West,Vietnamese,30.0,Woodbridge
7209,Ichiki,CASUAL DINING,3.3,5.0,3520 Major MacKenzie Drive W,Japanese,25.0,Woodbridge
7210,Second Cup,QUICK BITES,3.8,8.0,21 Famous Avenue,Cafe,10.0,Woodbridge
7211,Sharks Sports Pub,BAR,3.6,7.0,7007 Islington Avenue,Bar Food,50.0,Woodbridge
7212,Mare e Monte,Other,,,4040 Steeles Avenue West,Bar Food,,Woodbridge
7213,Fat Bastard Burrito,QUICK BITES,3.4,5.0,7600 Weston Road,Mexican,25.0,Woodbridge
7214,Caldense Bakery,BAKERY,,,3651 Major Mackenzie Drive,Bakery,15.0,Woodbridge
7215,"Ay Caramba, Eh!",FAST CASUAL,3.5,4.0,3540 Rutherford Road,Mexican,15.0,Woodbridge
7216,Dolce Bombe Cafe,DESSERT PARLOR,,,7611 Pine Valley Drive,Desserts,10.0,Woodbridge
7217,Tropical Island Carribean,QUICK BITES,,,5731 Highway 7,Caribbean,20.0,Woodbridge
7218,Taste of Hakka,CASUAL DINING,,,3737 Major MacKenzie Dr W #104,Chinese,30.0,Woodbridge
7219,Freshii,QUICK BITES,,,7600 Weston Road,Healthy Food,30.0,Woodbridge
7220,Timmy's Bagel & Coffee,CAFÉ,,,145 Haist Avenue,Fast Food,15.0,Woodbridge
7221,Asian One,QUICK BITES,,,9600 Islington Avenue,Chinese,30.0,Woodbridge
7222,Tokaji Wine Boutique + Restaurant,CASUAL DINING,3.3,4.0,7 Power Centre,Diner,70.0,Woodbridge
7223,Burger King,QUICK BITES,,,200 Winges Road,Fast Food,20.0,Woodbridge
7224,Tim Hortons,CAFÉ,3.4,6.0,9600 Islington Avenue building D Unit 3,American,20.0,Woodbridge
7225,Teriyaki Experience,QUICK BITES,3.6,5.0,6150 Highway 7,Japanese,20.0,Woodbridge
7226,Návita Bakery & Trattoria,BAKERY,,,9750 Weston Road,Italian,15.0,Woodbridge
7227,Popeyes,QUICK BITES,,,7766 Martin Grove Road,Fast Food,25.0,Woodbridge
7228,Nantha Caters,QUICK BITES,,,5010 Steeles Avenue West,Sri Lankan,20.0,Woodbridge
7229,Smoke's Poutinerie,QUICK BITES,,,7600 Weston Road,American,25.0,Woodbridge
7230,Mr. Sub,QUICK BITES,3.9,4.0,7700 Pine Valley Drive,Fast Food,25.0,Woodbridge
7231,Pizza Break,QUICK BITES,3.6,4.0,3560 Rutherford Road,Fast Food,25.0,Woodbridge
7232,Babylonian Fine Foods,QUICK BITES,,,3603 Langstaff Road,Mediterranean,25.0,Woodbridge
7233,Quesada,QUICK BITES,2.9,4.0,6150 Highway 7 West,American,25.0,Woodbridge
7234,Nishi Sushi,CASUAL DINING,3.5,4.0,9750 Weston Road,Japanese,45.0,Woodbridge
7235,St. Phillips Bakery,BAKERY,,,5100 Rutherford Road,Bakery,15.0,Woodbridge
7236,Cameo Lounge,Other,,,4120 Steeles Avenue West,Bar Food,60.0,Woodbridge
7237,The Big Cannoli,BAKERY,,,28 Roytec Road,Bakery,20.0,Woodbridge
7238,Weston Vietnamese Restaurant,CASUAL DINING,,,9750 Weston Road,Vietnamese,35.0,Woodbridge
7239,Taco Bell,QUICK BITES,2.2,4.0,4421 Highway 7,Fast Food,20.0,Woodbridge
7240,Mcdonald's,QUICK BITES,,,6130 Highway 7,Fast Food,25.0,Woodbridge
7241,Coffee House,CASUAL DINING,,,9400 Highway 27,American,30.0,Woodbridge
7242,Subway,QUICK BITES,3.4,5.0,8280 Highway 27,Fast Food,20.0,Woodbridge
7243,Burrito Boyz,CASUAL DINING,,,4451 York Regional Road 7,American,,Woodbridge
7244,Gino's Pizza,QUICK BITES,,,5451 Highway 7,Fast Food,30.0,Woodbridge
7245,Nicols Pastry Shop,BAKERY,,,8633 Weston Road Weston Road,Desserts,20.0,Woodbridge
7246,Topper's Pizza,CASUAL DINING,,,8280 Highway 27,Fast Food,25.0,Woodbridge
7247,Pizza Pizza,QUICK BITES,3.7,4.0,7694 Islington Avenue,Fast Food,25.0,Woodbridge
7248,Golden China Cuisine,CASUAL DINING,,,4555 Highway,Chinese,25.0,Woodbridge
7249,Pita Bite,QUICK BITES,,,9200 Weston Road,Middle Eastern,20.0,Woodbridge
7250,Teppan Cave,CASUAL DINING,,,3540 Rutherford Road,Japanese,80.0,Woodbridge
7251,Sweets By Zuccaro,DESSERT PARLOR,,,200 Marycroft Avenue,European,20.0,Woodbridge
7252,Midan Restaurant,CASUAL DINING,,,3700 Steeles Ave West,Italian,,Woodbridge
7253,Ristorante Spaccanapoli,CASUAL DINING,,,8787 Weston Rd,Italian,,Woodbridge
7254,Thai Express,QUICK BITES,,,200 Windflower Gate,Thai,25.0,Woodbridge
7255,Green Mango,CASUAL DINING,,,8401 Weston Road,Vietnamese,25.0,Woodbridge
7256,Wingporium,CASUAL DINING,,,5025 Steeles Avenue West,Bar Food,50.0,Woodbridge
7257,Wendy's,FAST FOOD,,,25 Woodstream Boulevard,Fast Food,20.0,Woodbridge
7258,Shoeless Joe's,BAR,,,21 Colossus Dr,Bar Food,40.0,Woodbridge
7259,Piazza Cafe,CASUAL DINING,,,140 Woodbridge Avenue,Fast Food,30.0,Woodbridge
7260,Chop Steakhouse & Bar,CASUAL DINING,,,Opening Soon,Steakhousehouse,25.0,Woodbridge
7261,Cosenza Bakery,BAKERY,,,471 Jevlan Drive,Bakery,10.0,Woodbridge
7262,August Moon,CASUAL DINING,,,9587 Weston Road,Chinese,45.0,Woodbridge
7263,Euro Harvest Bakery,BAKERY,,,8677 Weston Road,European,20.0,Woodbridge
7264,La'Shish Bar & Grill,CASUAL DINING,,,4040 Steeles Avenue West,Mediterranean,40.0,Woodbridge
7265,Baskin Robbins,DESSERT PARLOR,,,9600 Islington Avenue,Desserts,15.0,Woodbridge
7266,Me Sabe a Peru,CASUAL DINING,,,4000 Steeles Avenue West,Latin American,30.0,Woodbridge
7267,Tim Hortons,CAFÉ,,,7766 Martin Grove Road,American,20.0,Woodbridge
7268,Espresso Blu Cafe,CAFÉ,,,165 Woodbridge Avenue,Cafe,15.0,Woodbridge
7269,Gustoso Grill,CASUAL DINING,,,5451 Highway 7,Mediterranean,40.0,Woodbridge
7270,Tilal Bakery,BAKERY,,,5601 Steeles Avenue West,Middle Eastern,10.0,Woodbridge
7271,Symposium Cafe Restaurant & Lounge,CASUAL DINING,,,3450 Major McKenzie Drive West,American,50.0,Woodbridge
7272,Verses Restaurant,CASUAL DINING,,,7007 Islington Avenue,Caribbean,25.0,Woodbridge
7273,San Francisco Cafe,CASUAL DINING,,,4140 Steeles Avenue West,Italian,35.0,Woodbridge
7274,KFC,QUICK BITES,,,4421 Highway 7,Fast Food,25.0,Woodbridge
7275,Gallo Churrasquiera,QUICK BITES,,,9750 Weston Road,Portuguese,30.0,Woodbridge
7276,Pizza Hut,QUICK BITES,,,3611 Major Mackenzie Drive,Fast Food,25.0,Woodbridge
7277,Via Panini,QUICK BITES,,,5451 Highway 7,Italian,30.0,Woodbridge
7278,Domino's,QUICK BITES,,,4585 Highway 7 West,Fast Food,25.0,Woodbridge
7279,Grappa Trattoria,CASUAL DINING,,,3603 Langstaff Road,Italian,40.0,Woodbridge
7280,Molisano Bakery,CASUAL DINING,,,5731 Highway 7,Italian,,Woodbridge
7281,Thai Chi Asian Kitchen,CASUAL DINING,,,9750 Weston Road,Asian,25.0,Woodbridge
7282,Wendy's,FAST CASUAL,,,4114 Hwy 7,American,20.0,Woodbridge
7283,Coffee Time,CAFÉ,,,4190 Steeles Avenue West,Cafe,25.0,Woodbridge
7284,Vici Bakery,BAKERY,,,9000 Weston Road,Desserts,20.0,Woodbridge
7285,Pane Vittoria,BAKERY,,,8633 Weston Road,Italian,25.0,Woodbridge
7286,La Strada Bakery,BAKERY,,,830 Rowntree Dairy Road,Bakery,10.0,Woodbridge
7287,The Donut Shop,CAFÉ,,,140 Woodbridge Avenue,Cafe,25.0,Woodbridge
7288,Kestrel Bakery,BAKERY,,,5010 Steeles Avenue West,Sri Lankan,10.0,Woodbridge
7289,A & W,QUICK BITES,,,3733 Highway 7,American,25.0,Woodbridge
7290,Asian Munchies,CASUAL DINING,,,6150 Highway 7,Chinese,,Woodbridge
7291,Punjaabi Sweets & Restaurant,CASUAL DINING,,,150 Windflower Gate,Indian,,Woodbridge
7292,Flame Mediterranean Grill,CASUAL DINING,,,9600 Islington Avenue,Mediterranean,,Woodbridge
7293,Singhskitchen,CASUAL DINING,,,8280 Highway 27,Indian,25.0,Woodbridge
7294,Cucina Guzzo,CAFÉ,,,"Nickel Gate, Woodbridge, ON",Cafe,15.0,Woodbridge
7295,Continental Noodles Pastaio,QUICK BITES,,,830 Rowntree Dairy Road,Italian,20.0,Woodbridge
7296,Dolci e Caffe,CAFÉ,,,"93A Woodbridge Avenue, Vaughan",Cafe,15.0,Woodbridge
7297,Cataldi Fresh Market,BAKERY,,,140 Woodbridge Avenue,Deli,25.0,Woodbridge
7298,Pane Fresco at Fortinos,CASUAL DINING,,,8585 Highway 27 RR 3,Fast Food,25.0,Woodbridge
7299,Country Style,CAFÉ,,,681 Chrislea Road,Cafe,20.0,Woodbridge
7300,Two For One Pizza & Wings,QUICK BITES,,,9000 Weston Road,Fast Food,25.0,Woodbridge
7301,Denny's,CASUAL DINING,,,25 Woodstream Boulevard.,American,25.0,Woodbridge
7302,Booster Juice,BEVERAGE SHOP,,,8280 Highway 27,Beverages,20.0,Woodbridge
7303,New City Pizza,QUICK BITES,,,8920 Highway 50,Fast Food,25.0,Woodbridge
7304,Quiznos,QUICK BITES,,,9200 Weston Road Unit G-12,Fast Food,25.0,Woodbridge
7305,Leone Fine Foods,CASUAL DINING,,,8655 Weston Road Unit 4,Italian,20.0,Woodbridge
7306,The Ice Cream Shop,DESSERT PARLOR,,,140 Woodbridge Avenue,Desserts,15.0,Woodbridge
7307,Spuntino Osteria,CASUAL DINING,,,40 Hanlan Road,Italian,40.0,Woodbridge
7308,Ace Of Hearts,BAR,,,4000 Steeles Avenue West,Indian,25.0,Woodbridge
7309,Marhaba Cafe & Lounge,Other,,,4040 Steeles Avenue West,Bar Food,30.0,Woodbridge
7310,Fiorucci's,QUICK BITES,,,6923 Steeles Avenue West,Italian,25.0,Woodbridge
7311,Sweetz Lounge,Other,,,5289 Highway 7,Bar Food,,Woodbridge
7312,Fuoco Smokehouse,CASUAL DINING,,,688 Chrislea Road ,American,25.0,Woodbridge
7313,Table Seven Bistro,CASUAL DINING,,,200 Marycroft Avenue Unit 22,American,35.0,Woodbridge
7314,The Keg Steakhouse + Bar - Woodbridge,CASUAL DINING,,,6210 Hwy 7,Seafood,70.0,Woodbridge
7315,Mega Bites,CAFÉ,,,10 Strada Drive,Cafe,30.0,Woodbridge
7316,Simply Italian Restaurant,QUICK BITES,,,40 Innovation Drive,Italian,20.0,Woodbridge
7317,J's Cafe Sports Bar,BAR,,,5655 Highway 7,American,20.0,Woodbridge
7318,Due Nonni,CASUAL DINING,,,7611 Pine Valley Drive,Italian,65.0,Woodbridge
7319,Sweet Regards,BAKERY,,,8086 Islington Avenue,Bakery,,Woodbridge
7320,Ci Gusta!,DESSERT PARLOR,,,3600 Rutherford Road,Desserts,15.0,Woodbridge
7321,Romeo's Bakery,CASUAL DINING,,,40 Winges Road,Italian,20.0,Woodbridge
7322,Acoves,CASUAL DINING,,,7611 Pine Valley Drive,Portuguese,,Woodbridge
7323,Wendy's,QUICK BITES,,,4114 Highway 7,Fast Food,15.0,Woodbridge
7324,Tim Hortons,CAFÉ,,,6701 Langstaff Road,Cafe,15.0,Woodbridge
7325,Romeo's Cafe Bar & Grill,CAFÉ,,,2 Tall Grass Trail,Cafe,20.0,Woodbridge
7326,Marcello's Pizzeria,CASUAL DINING,4.5,260.0,3175 Rutherford Road,Fast Food,65.0,Vaughan
7327,La Taquizza,CASUAL DINING,4.4,161.0,3175 Rutherford Road,Mexican,40.0,Vaughan
7328,Aragvi,CASUAL DINING,4.5,106.0,2006 Highway 7,European,45.0,Vaughan
7329,Farro,CASUAL DINING,4.4,124.0,2316 Major Mackenzie Drive,Italian,80.0,Vaughan
7330,Thai Bamboo Restaurant,CASUAL DINING,4.3,102.0,2150 Steeles Avenue W,Thai,30.0,Vaughan
7331,Grazie Ristorante,CASUAL DINING,3.9,115.0,9100 Jane Street,Italian,60.0,Vaughan
7332,Max's Of Manila,CASUAL DINING,3.1,85.0,1520 Steeles Avenue W,Filipino,30.0,Vaughan
7333,168 Sushi Asian Buffet,CASUAL DINING,4.1,99.0,1520 Steeles Avenue West,Japanese,35.0,Vaughan
7334,Dave & Busters,CASUAL DINING,2.5,93.0,120 Interchange Way,American,50.0,Vaughan
7335,Lucky Bamboo,CASUAL DINING,4.3,83.0,3175 Rutherford Road,Vietnamese,35.0,Vaughan
7336,Szechuan Szechuan,CASUAL DINING,4.1,89.0,1 Bass Pro Mills Drive,Chinese,50.0,Vaughan
7337,Sofra Istanbul,CASUAL DINING,4.2,67.0,3330 Steeles Avenue West,Mediterranean,40.0,Vaughan
7338,The Keg,CASUAL DINING,4.4,89.0,3300 Rutherford Road,Steakhousehouse,100.0,Vaughan
7339,Anna Maria Trattoria,CASUAL DINING,4.3,64.0,2900 Langstaff Road,Italian,40.0,Vaughan
7340,AllStar Wings & Ribs,CASUAL DINING,4.0,82.0,3130 Rutherford Road,Bar Food,50.0,Vaughan
7341,Yang's Teppanyaki & Sushi,CASUAL DINING,3.8,79.0,3255 Rutherford Road,Japanese,40.0,Vaughan
7342,Vinnie Zucchini's,CASUAL DINING,3.2,69.0,9100 Jane Street,Italian,60.0,Vaughan
7343,Bâton Rouge Steakhouse & Bar,CASUAL DINING,3.8,86.0,7520 Weston Road Vaughan,Steakhousehouse,100.0,Vaughan
7344,Antonino's,CASUAL DINING,4.4,58.0,1801 Rutherford Road,Fast Food,40.0,Vaughan
7345,Evviva,CASUAL DINING,4.0,53.0,3175 Rutherford Road,Italian,40.0,Vaughan
7346,Pickle Barrel,CASUAL DINING,2.8,47.0,1 Bass Pro Mills Drive,BBQ,60.0,Vaughan
7347,St. Phillips Bakery,BAKERY,3.8,56.0,2563 Major Mackenzie Drive,Bakery,15.0,Vaughan
7348,Red Rooster,CASUAL DINING,4.0,61.0,975 Major Mackenzie Drive W,Portuguese,30.0,Vaughan
7349,A1 Autostrada,CASUAL DINING,3.4,61.0,3255 Rutherford Road,Italian,50.0,Vaughan
7350,Taste of Instanbul,CASUAL DINING,3.9,46.0,2100 Steeles Avenue West,Turkish,35.0,Vaughan
7351,Wegz,BAR,3.6,59.0,2601 Rutherford Road,Bar Food,65.0,Vaughan
7352,Suliko,CASUAL DINING,3.7,34.0,1311 Alness Street,European,50.0,Vaughan
7353,Pita Golden Pocket,QUICK BITES,3.9,36.0,2104 Highway 7 West,Middle Eastern,20.0,Vaughan
7354,Our Thai Restaurant & Cafe,CASUAL DINING,4.0,56.0,60 Interchange Way,Thai,45.0,Vaughan
7355,Truly Thai Cuisine,CASUAL DINING,3.9,35.0,3175 Rutherford Road,Thai,30.0,Vaughan
7356,Villaggio Ristorante,CASUAL DINING,4.0,46.0,110 Nashville Road,Italian,80.0,Vaughan
7357,9baci,QUICK BITES,3.6,30.0,10200 Keele Street,Italian,20.0,Vaughan
7358,Avenue Cibi e Vini,CASUAL DINING,3.9,48.0,10519 Islington Avenue,Italian,50.0,Vaughan
7359,Pollo Loco Churrasqueria,QUICK BITES,3.9,28.0,9661 Jane Street,Portuguese,25.0,Vaughan
7360,Duff's Famous Wings,CASUAL DINING,3.6,38.0,9360 Bathurst Street,Bar Food,50.0,Vaughan
7361,Gordo's Diner,CASUAL DINING,3.5,30.0,200 Edgeley Boulevard,BBQ,30.0,Vaughan
7362,Turtle Jack's Muskoka Grill,CASUAL DINING,3.9,34.0,3883 Rutherford Road,BBQ,55.0,Vaughan
7363,Peak Top,CASUAL DINING,3.8,26.0,3255 Rutherford Road,Chinese,40.0,Vaughan
7364,Barrio Fiesta,CASUAL DINING,3.0,29.0,2215 Steeles Avenue West,Filipino,40.0,Vaughan
7365,La Grill,CASUAL DINING,3.9,24.0,7880 Keele Street,Mediterranean,40.0,Vaughan
7366,New Generation Sushi & Teppanyaki,CASUAL DINING,3.6,18.0,8750 Jane Street,Japanese,80.0,Vaughan
7367,Chartreuse Country Restaurant,CASUAL DINING,3.7,29.0,10512 Islington Avenue,American,50.0,Vaughan
7368,Picko Lime,CASUAL DINING,3.5,9.0,3175 Rutherford Road,Vietnamese,35.0,Vaughan
7369,Faema Caffe,CAFÉ,3.9,27.0,3175 Rutherford Road,Cafe,50.0,Vaughan
7370,Pancer's Deli,QUICK BITES,3.9,21.0,9960 Dufferin Street,Deli,25.0,Vaughan
7371,Sunset Grill,CASUAL DINING,3.6,34.0,3255 Rutherford Road,Diner,30.0,Vaughan
7372,Kelsey's,CASUAL DINING,3.0,25.0,9855 Jane Street West,American,65.0,Vaughan
7373,Canyon Creek,CASUAL DINING,3.6,30.0,255 Bass Pro Mills Road,Steakhousehouse,90.0,Vaughan
7374,Aroma Espresso Bar,CAFÉ,3.0,11.0,1 Bass Pro Mills Drive,Cafe,25.0,Vaughan
7375,Big Bone BBQ & Wicked Wings,QUICK BITES,3.9,25.0,10040 Keele Street,BBQ,35.0,Vaughan
7376,St. Louis Bar & Grill,CASUAL DINING,3.1,19.0,90 Edgeley Boulevard,Bar Food,40.0,Vaughan
7377,Nino D'Aversa Bakery,BAKERY,3.6,26.0,3120 Rutherford Road,Italian,35.0,Vaughan
7378,Sorelle and Co.,BAKERY,3.5,8.0,1050 Rutherford Road,Bakery,35.0,Vaughan
7379,Hong Phat,CASUAL DINING,3.4,8.0,3175 Rutherford Road,Vietnamese,40.0,Vaughan
7380,Nowshak Restaurant,CASUAL DINING,3.8,13.0,3175 Rutherford Road,Afghan,40.0,Vaughan
7381,Vicentina,CASUAL DINING,3.7,18.0,109 Edilcan Drive,Italian,,Vaughan
7382,The Loft by Wendel Clark,CASUAL DINING,3.0,25.0,70 Interchange Way,BBQ,60.0,Vaughan
7383,Buffalo Wild Wings,CASUAL DINING,3.2,22.0,3582 Major Mackenzie Drive,Bar Food,45.0,Vaughan
7384,Ginza,CASUAL DINING,2.7,23.0,9660 Dufferin Street,Japanese,30.0,Vaughan
7385,Montana's Cookhouse,CASUAL DINING,3.2,19.0,3255 Rutherford Road,American,50.0,Vaughan
7386,Via Panini,QUICK BITES,3.9,21.0,2810 Major Mackenzie Drive,Italian,30.0,Vaughan
7387,Sorrento North Ristorante,CASUAL DINING,3.3,23.0,965 Major Mackenzie Drive West,Italian,85.0,Vaughan
7388,Island Mix Restaurant & Lounge,CASUAL DINING,3.9,20.0,3175 Rutherford Road,Caribbean,30.0,Vaughan
7389,Maple Garden Chinese,CASUAL DINING,3.5,21.0,10065 Keele Street,Asian,25.0,Vaughan
7390,Paoletti's Pizzeria,CASUAL DINING,3.4,15.0,8700 Dufferin Street,Fast Food,30.0,Vaughan
7391,Mr. Greek,QUICK BITES,3.6,17.0,3255 Rutherford Road,Mediterranean,40.0,Vaughan
7392,Sinopoli's Italian Ristorante,CASUAL DINING,3.0,23.0,9681 Jane Street,Italian,45.0,Vaughan
7393,OPA! of Greece,QUICK BITES,3.3,18.0,1450 Major Mackenzie Drive,Mediterranean,25.0,Vaughan
7394,Ox Noodle,CAFÉ,3.5,5.0,3175 Rutherford Road,Asian,20.0,Vaughan
7395,Cuscallan,CASUAL DINING,3.7,12.0,3232 Steeles Avenue West,Latin American,30.0,Vaughan
7396,Pars Grill,CASUAL DINING,3.8,13.0,975 Major MacKenzie Drive W,Iranian,35.0,Vaughan
7397,Centro Panini,QUICK BITES,3.0,21.0,3883 Weston Road,Fast Food,20.0,Vaughan
7398,Boston Pizza,CASUAL DINING,3.0,17.0,3255 Rutherford Road,American,40.0,Vaughan
7399,Fionn MacCool's,CASUAL DINING,3.6,10.0,6110 Hwy 7,Bar Food,60.0,Vaughan
7400,Pho Mi 99,CASUAL DINING,3.1,7.0,3255 Rutherford Road,Vietnamese,40.0,Vaughan
7401,Cookie Crumble Cafe,CAFÉ,3.6,12.0,10480 Islington Avenue,Cafe,20.0,Vaughan
7402,Call Me Cupcake,BAKERY,3.5,10.0,9929 Keele Street,Desserts,13.0,Vaughan
