Name,EstablishmentType,Rating,NumReviews,Address,Cuisine,CostForTwo,City
Pho Dau Bo,CASUAL DINING,4.0,41.0,"Finch Main Plaza, 2437 Finch Avenue West, North York M9M 2E7",Vietnamese,30.0,North York
Sea-Hi,CASUAL DINING,3.6,44.0,"3645 Bathurst Street, North York M6A 2E4","Chinese, Asian",65.0,North York
Artisan Noodle,CASUAL DINING,3.3,19.0,"5421 Yonge Street, North York M2N 5R6","Northern Chinese, Chinese, Asian",30.0,North York
Commisso Bakery,BAKERY,3.9,43.0,"8 Kincort Street, North York","Deli, Bakery, Italian",20.0,North York
St. Louis Bar and Grill,BAR,3.9,50.0,"5307 Yonge Street, North York","Bar Food, Grill",40.0,North York
Le Montmartre,CASUAL DINING,3.9,30.0,"911 Sheppard Avenue West, North York M3H 2T7",French,65.0,North York
My Place Fish' N Chips,CASUAL DINING,3.9,30.0,2577 Victoria Park Avenue M1T 1A4,Fish and Chips,35.0,North York
My Sushi Restaurant,CASUAL DINING,3.8,43.0,"5440 Yonge Street, North York","Sushi, Japanese, Asian",50.0,North York
Nadège,DESSERT PARLOR,3.6,13.0,"Yorkdale Mall , 3401 Dufferin Street, North York","Desserts, Patisserie, Cafe",20.0,North York
Bow Thai,CASUAL DINING,3.6,38.0,"4755 Leslie Street, North York M2J 2L3","Thai, Asian",35.0,North York
The Cheesecake Factory at Yorkdale Shopping Centre,CASUAL DINING,3.6,32.0,3401 Dufferin Street CRU#02 M6A 2T9,American,30.0,North York
Chatime,BEVERAGE SHOP,3.7,39.0,"5494 Yonge Street, North York","Bubble Tea, Beverages, Taiwanese",15.0,North York
Lim Ga Ne,CASUAL DINING,3.6,24.0,"5529 Yonge Street, North York M2N 5S3","Korean, Asian",35.0,North York
Allwyn's Bakery,QUICK BITES,3.7,24.0,"81 Underhill Drive, North York M3A 1K8","Bakery, Caribbean",15.0,North York
Katsura - The Westin Prince Toronto,CASUAL DINING,3.7,30.0,"The Westin Prince Toronto, 900 York Mills Road, North York M3B 3H2","Japanese, Asian",100.0,North York
Primo Veal,QUICK BITES,3.8,33.0,"151 York land Boulevard, North York, Toronto, ON M2J 0E9 M1T 3J7",Fast Food,20.0,North York
Mot Na Son,CASUAL DINING,3.5,24.0,"5374 Yonge Street, North York","Korean, Asian",30.0,North York
Rainbow Japanese Sushi,CASUAL DINING,3.7,30.0,"3450 Bathurst Street, North York M6A 2C4","Sushi, Japanese, Asian",35.0,North York
Cora's Breakfast & Lunch,CASUAL DINING,3.6,46.0,"1881 Steeles Avenue West, North York","Diner, Canadian",35.0,North York
Aroma Espresso Bar,CAFÉ,3.3,32.0,"Shops at Don Mills, Main Floor, 1090 Don Mills Road, North York",Cafe,25.0,North York
Tutto Pronto Ristorante,CASUAL DINING,3.5,9.0,"1718 Avenue Road, North York M5M 3Y6",Italian,55.0,North York
Laterna,CASUAL DINING,3.6,39.0,"6301 Yonge Street, North York M2M 3X7",Greek,60.0,North York
Kiyomizu,CASUAL DINING,3.7,31.0,"41 Spring Garden Avenue, North York M2N 3G1","Sushi, Japanese, Asian",45.0,North York
Doug's Public Kitchen,CASUAL DINING,3.7,9.0,"561 Marlee Avenue, North York M6B 3J6 3J6","Healthy Food, Diner",35.0,North York
