Name,EstablishmentType,Rating,NumReviews,Address,Cuisine,CostForTwo,City
Jimmy's Place,CASUAL DINING,,,"1950 Gerrard Street East, Toronto M4E 2B1",Diner,30.0,The Beaches
Beach Hill Pub,BAR,,,"1929 Gerrard Street East, Toronto M4L 2C2",Bar Food,35.0,The Beaches
Robin's Pizza & Wings,QUICK BITES,,,"263 Coxwell Avenue, Toronto M4L 3B5","Pizza, Fast Food",25.0,The Beaches
Starbucks,CAFÉ,,,"1984 Queen Street East, Toronto",Cafe,20.0,The Beaches
Domino's,QUICK BITES,,,"2194 Gerrard Street East, Toronto","Fast Food, Pizza",25.0,The Beaches
La Sala,CASUAL DINING,,,"1975A Queen Street East, Toronto, ON M4L 1J1",Italian,,The Beaches
Sticky Rice,CASUAL DINING,,,"1489 Gerrard St E, The Beaches, Toronto",Thai,,The Beaches
Abetron,CASUAL DINING,,,"84 Kingston Road, Toronto M4L1N2",Canadian,80.0,The Beaches
All Starz Espresso Bar,CAFÉ,,,"2249 Gerrard Street East, Toronto M4E 2C9",Cafe,15.0,The Beaches
C & G Sports Lounge,BAR,,,"355 Coxwell Avenue, Toronto",Bar Food,20.0,The Beaches
Starbucks,CAFÉ,,,1842 Queen Street East M4L 1H1,Coffee and Tea,,The Beaches
Savoury Grounds,CAFÉ,,,"283 Scarborough Road, Toronto M4E 3M8",Cafe,10.0,The Beaches
Johnny Catch,QUICK BITES,,,"1675 Lake Shore Boulevard E, Toronto, ON M4L 3W6",Fish and Chips,15.0,The Beaches
