,Name,EstablishmentType,Rating,NumReviews,Address,Cuisine,CostForTwo,District
1224,Victory Cafe,CASUAL DINING,3.7,122.0,440 Bloor Street W,Bar Food,55.0,The Annex
1225,Fanny Chadwick's,CASUAL DINING,3.9,90.0,268 Howland Avenue,American,55.0,The Annex
1226,Big Crow,CASUAL DINING,3.8,44.0,176 Dupont Street,American,70.0,The Annex
1227,L'Unita,CASUAL DINING,4.0,75.0,134 Avenue Road,Italian,90.0,The Annex
1228,Annona - Park Hyatt Toronto Yorkville,CASUAL DINING,3.9,74.0,4 Avenue Road,American,100.0,The Annex
1229,Big Sushi,CASUAL DINING,4.2,103.0,388 Bloor Street West,Japanese,30.0,The Annex
1230,Ka Chi,CASUAL DINING,4.1,112.0,585 Bloor Street West,Korean,45.0,The Annex
1231,Sky Blue Sky Sandwich Company,QUICK BITES,4.1,67.0,605 Bloor Street West,American,20.0,The Annex
1232,Sakura,CASUAL DINING,3.9,87.0,394 Bloor Street West,Japanese,45.0,The Annex
1233,The Oxley,CASUAL DINING,4.0,71.0,121 Yorkville Avenue,British,90.0,The Annex
1234,Opus Restaurant,FINE DINING,4.1,54.0,37 Prince Arthur Avenue,American,85.0,The Annex
1235,Burrito Bandidos,QUICK BITES,4.2,99.0,2 Walmer Road,Fast Food,25.0,The Annex
1236,Bar Mercurio,CASUAL DINING,4.1,73.0,270 Bloor Street West,Italian,80.0,The Annex
1237,Paupers Pub,BAR,3.4,86.0,539 Bloor Street West,Bar Food,70.0,The Annex
1238,The Pour House,CASUAL DINING,3.8,81.0,182 Dupont Street,Bar Food,65.0,The Annex
1239,L'Espresso Bar Mercurio,CASUAL DINING,3.4,71.0,321 Bloor Street West,European,50.0,The Annex
1240,The Bedford Academy,CASUAL DINING,3.8,72.0,36 Prince Arthur Avenue,Bar Food,60.0,The Annex
1241,Aka Teppan,CASUAL DINING,3.5,17.0,394 Bloor Street West,Japanese,30.0,The Annex
1242,Madison Avenue Pub,BAR,3.6,78.0,14 Madison Avenue,Bar Food,50.0,The Annex
1243,Ghazale,QUICK BITES,4.0,78.0,504 Bloor Street West,Middle Eastern,20.0,The Annex
1244,Avenue Diner,CASUAL DINING,3.9,64.0,222 Davenport Road,Diner,35.0,The Annex
1245,Duke Of York,BAR,3.6,55.0,39 Prince Arthur Avenue,Bar Food,60.0,The Annex
1246,Cantine,CASUAL DINING,3.7,54.0,138 Avenue Road,Italian,80.0,The Annex
1247,Fieramosca,CASUAL DINING,4.2,44.0,"36A Prince Arthur Avenue, Toronto",Italian,80.0,The Annex
1248,Korea House,CASUAL DINING,3.8,52.0,666 Bloor Street West,Korean,40.0,The Annex
1249,Ezra's Pound,CAFÉ,3.5,49.0,238 Dupont Street,Cafe,20.0,The Annex
1250,Original Gyros,CASUAL DINING,3.6,25.0,4 Walmer Road,Mediterranean,25.0,The Annex
1251,Gabby's,BAR,2.7,59.0,192 Bloor Street West,Bar Food,55.0,The Annex
1252,Figures,CASUAL DINING,3.1,11.0,137 Avenue Road,American,25.0,The Annex
1253,The Roof Lounge - Park Hyatt Toronto Yorkville,Other,3.5,24.0,4 Avenue Road,Bar Food,70.0,The Annex
1254,Aviv,CASUAL DINING,3.2,29.0,328 Dupont Street,Mediterranean,65.0,The Annex
1255,Martino,QUICK BITES,3.9,34.0,178 Dupont Street,Chinese,25.0,The Annex
1256,Bryan's BBQ,CASUAL DINING,2.8,28.0,606 Bloor Street West,BBQ,50.0,The Annex
1257,Gordo Ex Cafe,CAFÉ,3.4,18.0,1048 Bathurst Street,Latin American,30.0,The Annex
1258,Il Posto,CASUAL DINING,2.8,32.0,148 Yorkville Avenue,Italian,80.0,The Annex
1259,St. Louis Bar and Grill,BAR,3.7,35.0,376 Bloor Street West,Bar Food,40.0,The Annex
1260,Mariko,CASUAL DINING,2.8,38.0,551 Bloor Street West,Japanese,45.0,The Annex
1261,Be Thai,CASUAL DINING,3.7,22.0,150 Avenue Road,Thai,45.0,The Annex
1262,Big Tuna Poké Bar,CASUAL DINING,3.5,11.0,599 Bloor Street West,Asian,25.0,The Annex
1263,Schmaltz Appetizing,QUICK BITES,3.5,10.0,414 Dupont Street,Jewish,25.0,The Annex
1264,Chatime,BEVERAGE SHOP,3.0,15.0,"337A Bloor Street West, Toronto",Bubble Cafe,15.0,The Annex
1265,Flaming Bull,CASUAL DINING,2.9,4.0,378 Bloor Street West,Asian,130.0,The Annex
1266,Hancook,CASUAL DINING,3.4,5.0,605 Bloor Street W,Korean,25.0,The Annex
1267,Signatures Restaurant - InterContinental Toronto...,FINE DINING,3.7,14.0,220 Bloor Street West,American,140.0,The Annex
1268,Havana Coffee Bar,CAFÉ,3.4,13.0,233 Davenport Road,Cafe,20.0,The Annex
1269,Proof Vodka Bar - InterContinental Toronto Yorkville,Other,3.2,17.0,220 Bloor Street West,Spanish,100.0,The Annex
1270,Fuwa Fuwa Japanese Pancakes,CAFÉ,3.2,7.0,408 Bloor St W,Cafe,15.0,The Annex
1271,Regal Beagle Pub,BAR,3.3,21.0,355 Bloor Street West,Bar Food,55.0,The Annex
1272,Sopra Upper Lounge,CASUAL DINING,3.7,19.0,265 Davenport Road,Italian,80.0,The Annex
1273,Toronto SkyLounge - InterContinental Toronto Yorkville,Other,2.7,11.0,220 Bloor Street West,Spanish,80.0,The Annex
1274,Master's Buffeteria,CASUAL DINING,3.1,5.0,310 Bloor Street West,Diner,30.0,The Annex
1275,Evoo Ristorante,CASUAL DINING,3.2,5.0,138 Avenue Road,Italian,,The Annex
1276,Tim Hortons,CAFÉ,3.5,16.0,246 Bloor Street West,American,20.0,The Annex
1277,Chadwick's Craft Kitchen & Bar,CASUAL DINING,3.0,6.0,268 Howland Avenue,American,40.0,The Annex
1278,Super Jet International,CAFÉ,3.2,13.0,346 Dupont Street,Cafe,15.0,The Annex
1279,David's Tea,BEVERAGE SHOP,3.8,12.0,424 Bloor Street West,Cafe,15.0,The Annex
1280,Sweet Fantasies,DESSERT PARLOR,3.6,12.0,398 Bloor Street West,Desserts,15.0,The Annex
1281,Popeyes,QUICK BITES,3.1,11.0,553 Bloor Street West,Fast Food,25.0,The Annex
1282,Swiss Chalet,QUICK BITES,2.7,8.0,346 Bloor Street West,American,40.0,The Annex
1283,Eat BKK,Other,,,384 Bloor Street West,Thai,20.0,The Annex
1284,Beer Station,BAR,2.6,9.0,549 Bloor Street West,Bar Food,55.0,The Annex
1285,Creeds Coffee Bar,CAFÉ,3.3,13.0,390 Dupont Street,Cafe,20.0,The Annex
1286,Annex Grill & Bar,CASUAL DINING,3.2,12.0,262 Dupont Street,Chinese,25.0,The Annex
1287,MoRoCo Chocolate,DESSERT PARLOR,,,215 Madison Avenue,Desserts,15.0,The Annex
1288,Hero Certified Burgers,QUICK BITES,3.7,11.0,55 Avenue Road,American,25.0,The Annex
1289,Pizzaiolo,QUICK BITES,3.0,7.0,346 Bloor Street West,Fast Food,30.0,The Annex
1290,The Burger's Priest,QUICK BITES,3.6,6.0,406 Bloor Street West,American,30.0,The Annex
1291,Subway,QUICK BITES,3.2,9.0,306 Davenport Road,Fast Food,20.0,The Annex
1292,Amber,Other,3.0,7.0,119 Yorkville Avenue,Bar Food,75.0,The Annex
1293,The Salt & Pepper Catering Co.,CAFÉ,2.3,9.0,287 Davenport Road,Cafe,25.0,The Annex
1294,Pizza Pizza,QUICK BITES,2.3,9.0,328 Bloor Street West,Fast Food,25.0,The Annex
1295,Ghazi,BEVERAGE SHOP,3.5,6.0,508 Bloor Street West,Beverages,15.0,The Annex
1296,The Original Gyro Grill,CASUAL DINING,,,4 Walmer Road,Mediterranean,25.0,The Annex
1297,Abokichi,QUICK BITES,,,258 Dupont Street,Cafe,20.0,The Annex
1298,Union Juice,BEVERAGE SHOP,,,382 Bloor Street West,Beverages,20.0,The Annex
1299,Seoul Shakers,CASUAL DINING,,,1241 Bloor Street West,Korean,25.0,The Annex
1300,The Boil Bar,CASUAL DINING,,,442 Bloor Street W,Seafood,30.0,The Annex
1301,Starbucks,CAFÉ,3.0,5.0,1 Bedford Road,Cafe,20.0,The Annex
1302,Menchella's Gourmet Pizza,QUICK BITES,3.4,6.0,454 Bloor Street West,Fast Food,25.0,The Annex
1303,Hi! There,CASUAL DINING,2.6,4.0,599 Bloor Street West,Korean,35.0,The Annex
1304,Vietnam Lovely Noodle,CASUAL DINING,,,378 Bloor Street W,Vietnamese,35.0,The Annex
1305,Fennel Eatery,CASUAL DINING,,,322 Bloor St W,Healthy Food,20.0,The Annex
1306,Fet Zun,FAST CASUAL,,,252 Dupont Street,Middle Eastern,35.0,The Annex
1307,OISE Cafe,CAFÉ,,,252 Bloor Street West,Cafe,20.0,The Annex
1308,The Coffee Lab,BAKERY,,,333 Bloor Street,Bakery,,The Annex
1309,Potbelly Sandwich Shop,QUICK BITES,,,180 Bloor Street,Healthy Food,15.0,The Annex
1310,Gyubee Japanese BBQ,CASUAL DINING,,,335 Bloor Street West,Japanese,35.0,The Annex
1311,P.G Clucks,Other,,,384 Bloor Street West,American,15.0,The Annex
1312,Avocado,QUICK BITES,,,284 Dupont Street,Healthy Food,35.0,The Annex
1313,Country Style,BAKERY,,,272 Dupont Street,Cafe,20.0,The Annex
1314,Fit For Life,QUICK BITES,,,819 Bathurst Street,Healthy Food,25.0,The Annex
1315,Mean Bao,Other,,,384 Bloor Street West,Chinese,20.0,The Annex
1316,Rustle and Still Vietnamese Cafe,CAFÉ,,,605 Bloor Street W,Cafe,20.0,The Annex
1317,La Luce Cakes,BAKERY,,,182 Avenue Road,Bakery,15.0,The Annex
1318,South St. Burger,QUICK BITES,,,55 Avenue Rd F02,Fast Food,25.0,The Annex
1319,Daddyo’s Pasta & Salads,FAST CASUAL,,,673 Spadina Avenue,Healthy Food,25.0,The Annex
1320,Sabai Sabai,CASUAL DINING,4.5,237.0,81 Bloor Street E,Thai,50.0,Yorkville
1321,Sassafraz,CASUAL DINING,4.2,300.0,100 Cumberland Street,American,90.0,Yorkville
1322,Trattoria Nervosa,CASUAL DINING,4.4,278.0,75 Yorkville Avenue,Italian,70.0,Yorkville
1323,Café Boulud,FINE DINING,4.1,142.0,60 Yorkville Avenue,French,140.0,Yorkville
1324,Buca Osteria & Bar,CASUAL DINING,4.2,77.0,53 Scollard Street,Italian,90.0,Yorkville
1325,Yamato,CASUAL DINING,4.4,185.0,24 Bellair Street,Japanese,100.0,Yorkville
1326,Joso's,FINE DINING,4.3,107.0,202 Davenport Road,Mediterranean,100.0,Yorkville
1327,Hemingway Bar & Restaurant,BAR,3.4,169.0,142 Cumberland Street,Bar Food,70.0,Yorkville
1328,Sushi Inn,CASUAL DINING,3.9,172.0,120 Cumberland Street,Japanese,30.0,Yorkville
1329,Dimmi,CASUAL DINING,4.1,126.0,140 Cumberland Street,Italian,70.0,Yorkville
1330,Kothur Indian Cuisine,CASUAL DINING,3.9,117.0,649 Yonge Street,Indian,50.0,Yorkville
1331,Jacques Bistro Du Parc,CASUAL DINING,4.4,75.0,"126A Cumberland Street, Toronto",French,70.0,Yorkville
1332,Lee Chen,CASUAL DINING,4.0,86.0,832 Yonge Street,Chinese,35.0,Yorkville
1333,Courtyard Cafe - Windsor Arms,FINE DINING,3.7,75.0,18 St. Thomas Street,American,110.0,Yorkville
1334,Museum Tavern,CASUAL DINING,3.9,84.0,208 Bloor Street West,Bar Food,70.0,Yorkville
1335,Carole's Cheesecake Cafe,CAFÉ,4.0,69.0,114 Cumberland Street,Cafe,25.0,Yorkville
1336,Blu Ristorante,CASUAL DINING,4.2,82.0,17A Yorkville Avenue,Italian,90.0,Yorkville
1337,Kasa Moto,CASUAL DINING,3.2,34.0,115 Yorkville Avenue,Japanese,110.0,Yorkville
1338,Utsav,CASUAL DINING,4.2,84.0,69 Yorkville Avenue,Indian,45.0,Yorkville
1339,Summer's,DESSERT PARLOR,4.3,77.0,101 Yorkville Avenue,Desserts,20.0,Yorkville
1340,Ici Bistro - Windsor Arms,CASUAL DINING,4.0,45.0,18 St. Thomas Street,French,100.0,Yorkville
1341,Over Easy,CASUAL DINING,3.6,96.0,208 Bloor Street West,Diner,35.0,Yorkville
1342,The Bagel Stop,CAFÉ,3.1,94.0,55 Bloor Street West,Cafe,15.0,Yorkville
1343,Dynasty Chinese,CASUAL DINING,3.5,76.0,69 Yorkville Avenue,Chinese,80.0,Yorkville
1344,Aji Sai,CASUAL DINING,3.9,77.0,813 Yonge Street,Japanese,70.0,Yorkville
1345,The One Eighty,CASUAL DINING,3.0,22.0,55 Bloor Street West,American,90.0,Yorkville
1346,The Pilot,BAR,3.7,74.0,22 Cumberland Street,Bar Food,60.0,Yorkville
1347,Paramount Fine Foods,CASUAL DINING,3.4,35.0,1250 Bay Street,Lebanese,40.0,Yorkville
1348,Planta Yorkville,CASUAL DINING,3.6,25.0,1221 Bay Street,American,25.0,Yorkville
1349,Rawlicious,CASUAL DINING,3.7,56.0,20 Cumberland Street,Healthy Food,45.0,Yorkville
1350,Flo's Diner,CASUAL DINING,3.6,71.0,70 Yorkville Avenue,Diner,35.0,Yorkville
1351,Zaza Espresso Bar,CAFÉ,4.1,52.0,75 Yorkville Avenue,Cafe,25.0,Yorkville
1352,Vaticano,CASUAL DINING,3.5,56.0,25 Bellair Street,Italian,80.0,Yorkville
1353,Dumpling Queen,CASUAL DINING,3.7,49.0,649 Yonge Street,Northern Chinese,35.0,Yorkville
1354,Chabrol,CASUAL DINING,3.7,7.0,90 Yorkville Avenue,French,60.0,Yorkville
1355,Scaccia,CASUAL DINING,3.1,51.0,55 Bloor Street West,Italian,35.0,Yorkville
1356,Koko! Share Bar,CASUAL DINING,3.9,37.0,81 Yorkville Avenue,Japanese,65.0,Yorkville
1357,Salute Piano Bar and Restaurant,BAR,3.4,44.0,29 Bellair Street,European,90.0,Yorkville
1358,Holts Coffee Bar,CAFÉ,3.8,46.0,50 Bloor Street West,Cafe,25.0,Yorkville
1359,Caffe Di Portici,CAFÉ,3.9,28.0,6 Scollard Street,Cafe,35.0,Yorkville
1360,70 Down,CASUAL DINING,3.4,35.0,70 Yorkville Avenue,Mediterranean,65.0,Yorkville
1361,Pusateri's,QUICK BITES,3.8,47.0,57 Yorkville Avenue,Deli,25.0,Yorkville
1362,Cibo Wine Bar Yorkville,CASUAL DINING,3.4,10.0,133 Yorkville Avenue,Italian,70.0,Yorkville
1363,Dessert Lady,DESSERT PARLOR,3.9,32.0,12 Cumberland Street,Desserts,20.0,Yorkville
1364,Govinda's,CASUAL DINING,3.1,13.0,243 Avenue Road,Indian,30.0,Yorkville
1365,Mykonos Mediterranean Grill,CASUAL DINING,4.0,42.0,881 Yonge Street,Mediterranean,50.0,Yorkville
1366,STK Toronto,CASUAL DINING,2.9,13.0,153 Yorkville Avenue,Steakhouse,125.0,Yorkville
1367,Salad Days,QUICK BITES,3.7,22.0,2 Bloor Street West,Healthy Food,25.0,Yorkville
1368,The Good Press,BEVERAGE SHOP,3.6,24.0,87 Yorkville Avenue,Beverages,30.0,Yorkville
1369,Bar Reyna,CASUAL DINING,3.3,10.0,158 Cumberland Street,Mediterranean,25.0,Yorkville
1370,Xtreme Taste,QUICK BITES,3.8,27.0,6 Cumberland Street,Mediterranean,20.0,Yorkville
1371,Shogun,CASUAL DINING,3.9,30.0,154 Cumberland Street,Japanese,40.0,Yorkville
1372,Sawasdee,CASUAL DINING,3.1,26.0,895 Yonge Street,Thai,35.0,Yorkville
1373,.Gelato Simply Italian,DESSERT PARLOR,3.8,28.0,146 Cumberland Street,Desserts,15.0,Yorkville
1374,Sandwich Box,QUICK BITES,3.7,34.0,1200 Bay Street,Healthy Food,20.0,Yorkville
1375,Nespresso Boutique Bar,CAFÉ,3.7,18.0,159 Cumberland Street,Cafe,25.0,Yorkville
1376,Prairie Girl Bakery,DESSERT PARLOR,3.5,20.0,150 Bloor Street West,Desserts,15.0,Yorkville
1377,Caplansky's Deli,CASUAL DINING,3.2,9.0,156 Cumberland Street,Deli,,Yorkville
1378,A La Carte At The Gardiner,CASUAL DINING,3.1,9.0,111 Queens Park,European,70.0,Yorkville
1379,Kathmandu Restaurant,CASUAL DINING,3.6,12.0,12 Cumberland Street,Asian,60.0,Yorkville
1380,Revitasize - Cold Pressed Juices,QUICK BITES,3.6,11.0,70 Yorkville Avenue,Healthy Food,25.0,Yorkville
1381,Sorry Coffee Co.,CAFÉ,3.4,14.0,102 Bloor Street West,Cafe,15.0,Yorkville
1382,Trattoria Bacio,CASUAL DINING,3.8,20.0,95 Cumberland Street,Italian,30.0,Yorkville
1383,Esther Soups,QUICK BITES,3.8,13.0,2 Bloor Street West,Fast Food,10.0,Yorkville
1384,Pi Co.,CASUAL DINING,3.3,8.0,1200 Bay Street,Fast Food,25.0,Yorkville
1385,Picnic,CAFÉ,3.7,11.0,60 Bloor Street West,Healthy Food,25.0,Yorkville
1386,BBQ Express,QUICK BITES,2.9,12.0,1240 Bay Street,Fast Food,20.0,Yorkville
1387,Starbucks,CAFÉ,2.5,10.0,1250 Bay Street,Cafe,20.0,Yorkville
1388,Estia,FINE DINING,,,90 Avenue Road,Italian,,Yorkville
1389,Timothy's,CAFÉ,3.1,17.0,55 Bloor Street West,Cafe,25.0,Yorkville
1390,The Grind,QUICK BITES,3.2,7.0,20 Bloor Street West,Cafe,,Yorkville
1391,Bhoj Indian Cuisine,CASUAL DINING,3.0,11.0,21 Davenport Road,Indian,25.0,Yorkville
1392,Big Smoke Burger,QUICK BITES,3.2,12.0,830 Yonge Street,American,25.0,Yorkville
1393,Eat A Pita,QUICK BITES,3.0,11.0,6 Cumberland Street,Middle Eastern,25.0,Yorkville
1394,Freshii,QUICK BITES,2.6,8.0,1250 Bay Street,Healthy Food,30.0,Yorkville
1395,Roasty Jack,QUICK BITES,3.0,12.0,2 Bloor Street West,American,20.0,Yorkville
1396,Dessert Lady Cafe & Bakery,CAFÉ,,,1 Sultan Street,Cafe,15.0,Yorkville
1397,Cafe Moi,CAFÉ,3.7,4.0,1200 Bay Street,Cafe,15.0,Yorkville
1398,Colonnade Gourmet & Kitchen,CAFÉ,3.6,13.0,131 Bloor Street West,Cafe,25.0,Yorkville
1399,Anoush,QUICK BITES,2.8,10.0,2 Bloor Street West,Middle Eastern,25.0,Yorkville
1400,Second Cup,CAFÉ,2.6,8.0,60 Bloor Street West,Cafe,10.0,Yorkville
1401,Holts Gourmet,CASUAL DINING,2.8,8.0,50 Bloor Street West,Cafe,,Yorkville
1402,Tim Hortons,CAFÉ,3.7,9.0,1170 Bay Street,American,20.0,Yorkville
1403,Sushi On The Run,QUICK BITES,3.4,8.0,2 Bloor Street West,Japanese,20.0,Yorkville
1404,Metropolis Bakeshop,QUICK BITES,3.1,6.0,2 Bloor Street West,Korean,20.0,Yorkville
1405,Pizzaiolo,QUICK BITES,3.1,6.0,834 Yonge Street,Fast Food,30.0,Yorkville
1406,Monga Fried Chicken,CASUAL DINING,,,692 Yonge St,Chinese,20.0,Yorkville
1407,L'Express - The Bloor Street Diner,CAFÉ,3.3,9.0,55 Bloor Street West,Cafe,30.0,Yorkville
1408,Teriyaki Experience,QUICK BITES,2.8,7.0,2 Bloor Street West,Japanese,20.0,Yorkville
1409,Trattoria Fieramosca,CASUAL DINING,,,36 A Prince Arthur Ave,Italian,50.0,Yorkville
1410,South St. Burger Co.,QUICK BITES,,,102 Yorkville Avenue,Fast Food,25.0,Yorkville
1411,Manchu Wok,QUICK BITES,3.1,7.0,2 Bloor Street West,Fast Food,25.0,Yorkville
1412,Scollard Deli,CASUAL DINING,3.5,4.0,105 Scollard Street,Deli,35.0,Yorkville
1413,Cafe Iris,CAFÉ,3.6,4.0,1240 Bay Street,Cafe,20.0,Yorkville
1414,T-Rex Zone,QUICK BITES,3.4,6.0,2 Bloor Street West,Healthy Food,20.0,Yorkville
1415,Metropolis Cafe,Other,,,2 Bloor Street West,Korean,25.0,Yorkville
1416,Golden Mint Coffee + Tea Co.,CAFÉ,,,990 Yonge Street,Cafe,30.0,Yorkville
1417,Posh Supperclub,CASUAL DINING,,,50 Cumberland Street,American,,Yorkville
1418,Nero Express,QUICK BITES,3.2,5.0,2 Bloor Street West,Fast Food,20.0,Yorkville
1419,Freshii in Yorkville Village,CASUAL DINING,,,55 Avenue Road,American,15.0,Yorkville
1420,Freshly Squeezed,BEVERAGE SHOP,,,50 Bloor Street West,Beverages,15.0,Yorkville
1421,Goldstruck Coffee,CAFÉ,,,130 Cumberland Street,Cafe,10.0,Yorkville
1422,Teuscher,DESSERT PARLOR,,,55 Bloor Street West,Desserts,15.0,Yorkville
1423,Second Cup Coffee Co. featuring Pinkberry Frozen Yogurt,Other,,,60 Bloor Street West M4W1J2,Coffee and Cafe,13.0,Yorkville
1424,Druxy's Famous Deli,QUICK BITES,,,60 Bloor Street West,Fast Food,25.0,Yorkville
1425,L'Unità Enoteca,CASUAL DINING,,,134 Avenue Road,Italian,55.0,Yorkville
1426,Jack Astor's - Toronto (Yonge & Dundas),CASUAL DINING,,,2 Bloor Street East,American,,Yorkville
1427,Calii Love,QUICK BITES,,,1235 Bay Street,Hawaiian,15.0,Yorkville
1428,Country Style,CAFÉ,,,706 Yonge Street,Cafe,20.0,Yorkville
1429,Teavana,BEVERAGE SHOP,,,50 Bloor Street West,Cafe,20.0,Yorkville
1430,Druxy's Famous Deli,CASUAL DINING,,,200 Elizabeth Street,American,20.0,Yorkville
1431,Spring Cafe Bistro,CAFÉ,,,931 Yonge Street,Cafe,30.0,Yorkville
1432,McEwan,QUICK BITES,,,1 Bloor Street East,Bakery,15.0,Yorkville
1433,Kiro Sushi,CASUAL DINING,,,4 Collier Street,Japanese,35.0,Yorkville
1434,Fennel Organic Eatery,QUICK BITES,,,322 Bloor St W,Healthy Food,30.0,Yorkville
1435,Terroni,CASUAL DINING,4.0,563.0,"57A Adelaide Street East, Toronto",Italian,65.0,St. Lawrence
1436,Beerbistro,CASUAL DINING,4.5,510.0,18 King Street East,American,80.0,St. Lawrence
1437,Le Petit Dejeuner,CASUAL DINING,4.3,343.0,191 King Street East,American,70.0,St. Lawrence
1438,Sukho Thai,CASUAL DINING,4.6,284.0,52 Wellington Street East,Thai,50.0,St. Lawrence
1439,The Sultan's Tent & Cafe Moroc,CASUAL DINING,3.8,410.0,49 Front Street East,French,70.0,St. Lawrence
1440,Buster's Sea Cove,CASUAL DINING,4.5,275.0,93 Front Street East,Seafood,50.0,St. Lawrence
1441,The Carbon Bar,CASUAL DINING,4.3,185.0,99 Queen Street East,American,80.0,St. Lawrence
1442,Pearl Diver,CASUAL DINING,4.4,174.0,100 Adelaide Street East,Seafood,40.0,St. Lawrence
1443,Golden Thai,CASUAL DINING,4.1,277.0,105 Church Street,Thai,50.0,St. Lawrence
1444,Bier Markt,CASUAL DINING,3.8,268.0,58 The Esplanade,Bar Food,70.0,St. Lawrence
1445,The Old Spaghetti Factory,CASUAL DINING,3.7,233.0,54 The Esplanade,Italian,50.0,St. Lawrence
1446,The Hot House Restaurant & Bar,CASUAL DINING,4.1,260.0,35 Church Street,European,75.0,St. Lawrence
1447,C'est What?,BAR,4.0,250.0,67 Front Street East,Bar Food,75.0,St. Lawrence
1448,Le Papillon on Front,CASUAL DINING,4.2,202.0,69 Front Street East,French,80.0,St. Lawrence
1449,Marché Restaurant,CASUAL DINING,4.0,194.0,181 Bay Street,American,30.0,St. Lawrence
1450,Oliver & Bonacini Cafe Grill,CASUAL DINING,4.0,213.0,33 Yonge Street,BBQ,,St. Lawrence
1451,La Bettola Di Terroni,CASUAL DINING,4.1,219.0,106 Victoria Street,Italian,70.0,St. Lawrence
1452,Rosewater,FINE DINING,3.9,135.0,19 Toronto Street,Steakhouse,130.0,St. Lawrence
1453,Dineen Coffee Co.,CAFÉ,4.0,113.0,140 Yonge Street,Cafe,20.0,St. Lawrence
1454,George Street Diner,CASUAL DINING,4.1,118.0,129 George Street,Diner,30.0,St. Lawrence
1455,Barsa Taberna,CASUAL DINING,3.7,87.0,26 Market Street,Spanish,60.0,St. Lawrence
1456,Nami,CASUAL DINING,4.1,136.0,55 Adelaide Street East,Japanese,65.0,St. Lawrence
1457,Carousel Bakery,QUICK BITES,4.2,113.0,93 Front Street East,Bakery,20.0,St. Lawrence
1458,Mengrai Gourmet Thai,CASUAL DINING,4.2,127.0,82 Ontario Street,Thai,50.0,St. Lawrence
1459,Mercatto,CASUAL DINING,4.3,151.0,15 Toronto Street,Italian,65.0,St. Lawrence
1460,Prairie Girl Bakery,DESSERT PARLOR,4.2,137.0,18 King Street East,Desserts,15.0,St. Lawrence
1461,Biff's Bistro,CASUAL DINING,4.4,195.0,4 Front Street East,French,,St. Lawrence
1462,Against The Grain Urban Tavern,CASUAL DINING,3.6,116.0,25 Dockside Drive,American,80.0,St. Lawrence
1463,Carisma,CASUAL DINING,4.3,86.0,15 Toronto Street,Italian,80.0,St. Lawrence
1464,The WORKS,CASUAL DINING,3.2,79.0,60 Wellington Street East,American,45.0,St. Lawrence
1465,Schnitzel Queen,CASUAL DINING,4.5,65.0,211 Queen Street East,German,30.0,St. Lawrence
1466,Mangia & Bevi,CASUAL DINING,4.3,85.0,260 King Street East,Fast Food,50.0,St. Lawrence
1467,Bindia,CASUAL DINING,3.9,60.0,16 Market Street,Indian,60.0,St. Lawrence
1468,Triple A Bar,BAR,4.0,74.0,138 Adelaide Street East,BBQ,50.0,St. Lawrence
1469,Fahrenheit Coffee,CAFÉ,4.1,73.0,120 Lombard Street,Cafe,20.0,St. Lawrence
1470,Fran's,CASUAL DINING,3.1,94.0,33 Yonge Street,BBQ,40.0,St. Lawrence
1471,D.W. Alexander,BAR,3.8,96.0,19 Church Street,Bar Food,50.0,St. Lawrence
1472,Big Smoke Burger,QUICK BITES,4.3,92.0,50 King Street East,American,25.0,St. Lawrence
1473,Irish Embassy Pub & Grill,CASUAL DINING,3.9,100.0,49 Yonge Street,Bar Food,70.0,St. Lawrence
1474,St. Urbain Bagel,BAKERY,4.0,71.0,93 Front Street East,Bakery,15.0,St. Lawrence
1475,NEO COFFEE BAR,CAFÉ,3.7,36.0,161 Frederick Street,Cafe,25.0,St. Lawrence
1476,Betty's,BAR,4.1,109.0,240 King Street East,Bar Food,45.0,St. Lawrence
1477,Uno Mustachio,QUICK BITES,4.0,69.0,95 Front Street East,American,25.0,St. Lawrence
1478,Loaded Pierogi,CASUAL DINING,3.6,47.0,2 Church Street,Polish,35.0,St. Lawrence
1479,Hiro Sushi,CASUAL DINING,3.6,70.0,171 King Street East,Japanese,75.0,St. Lawrence
1480,Market Street Catch,CASUAL DINING,3.4,53.0,14 Market Street,Seafood,35.0,St. Lawrence
1481,Pravda Vodka House,BAR,3.8,81.0,44 Wellington Street East,Russian,60.0,St. Lawrence
1482,Vagabondo,CASUAL DINING,3.8,77.0,32 Wellington Street East,Italian,85.0,St. Lawrence
1483,Hawthorne,CASUAL DINING,3.4,47.0,60 Richmond Street East,American,50.0,St. Lawrence
1484,Cluck Clucks,QUICK BITES,3.6,27.0,222 The Esplanade,Fast Food,25.0,St. Lawrence
1485,Patrician Grill,CASUAL DINING,4.0,67.0,219 King Street East,American,40.0,St. Lawrence
1486,Scotland Yard,CASUAL DINING,4.0,79.0,56 The Esplanade,Bar Food,65.0,St. Lawrence
1487,Woods Restaurant & Bar,CASUAL DINING,3.9,33.0,45 Colborne Street,American,90.0,St. Lawrence
1488,The Chefs' House,CASUAL DINING,3.8,48.0,215 King Street East,American,90.0,St. Lawrence
1489,Fusaro's Italian Kitchen,CASUAL DINING,3.9,53.0,294 Richmond Street East,Italian,40.0,St. Lawrence
1490,Paddingtons Pump,BAR,3.9,51.0,91 Front Street East,Bar Food,30.0,St. Lawrence
1491,The Keg Steakhouse + Bar - Esplanade,CASUAL DINING,4.0,67.0,26 The Esplanade,Steakhouse,100.0,St. Lawrence
