,Name,EstablishmentType,Rating,NumReviews,Address,Cuisine,CostForTwo,District
794,Tabule,CASUAL DINING,4.2,233.0,2009 Yonge Street,Middle Eastern,55.0,Yonge & Eglinton
795,Burger Shack,QUICK BITES,4.3,240.0,233 Eglinton Avenue West,American,30.0,Yonge & Eglinton
796,Little Sister,CASUAL DINING,3.8,116.0,2031 Yonge Street,Indonesian,55.0,Yonge & Eglinton
797,La Vecchia,CASUAL DINING,4.2,155.0,2405 Yonge Street,Italian,80.0,Yonge & Eglinton
798,Uncle Betty's,CASUAL DINING,3.3,115.0,2590 Yonge Street,Bar Food,35.0,Yonge & Eglinton
799,Five Doors North,CASUAL DINING,4.4,115.0,2088 Yonge Street,Italian,90.0,Yonge & Eglinton
800,The Keg Steakhouse + Bar - Yonge + Eglinton,CASUAL DINING,3.8,81.0,2201 Yonge Street,Steakhouse,100.0,Yonge & Eglinton
801,Mariachi's,CASUAL DINING,3.9,106.0,2084 Yonge Street,Mexican,60.0,Yonge & Eglinton
802,Zucca,CASUAL DINING,3.9,86.0,2150 Yonge Street,Italian,85.0,Yonge & Eglinton
803,Balsamico,CASUAL DINING,4.0,66.0,2029 Yonge Street,Italian,60.0,Yonge & Eglinton
804,Banjara Indian House,CASUAL DINING,3.8,86.0,164 Eglinton Avenue East,Indian,45.0,Yonge & Eglinton
805,Churrasco Villa,CASUAL DINING,4.3,84.0,254 Eglinton Avenue East,Portuguese,70.0,Yonge & Eglinton
806,Amore Trattoria,CASUAL DINING,3.4,68.0,2425 Yonge Street,Italian,70.0,Yonge & Eglinton
807,Echo Sushi,CASUAL DINING,4.2,77.0,2036 Yonge Street,Japanese,45.0,Yonge & Eglinton
808,Touhenboku Ramen,CASUAL DINING,3.0,57.0,2459 Yonge Street,Japanese,40.0,Yonge & Eglinton
809,HoSu Bistro,CASUAL DINING,3.6,76.0,2352 Yonge Street,Japanese,30.0,Yonge & Eglinton
810,Pickle Barrel,CASUAL DINING,2.8,89.0,2300 Yonge Street,BBQ,60.0,Yonge & Eglinton
811,Fresh,FAST CASUAL,3.6,65.0,90 Eglinton Avenue E,Healthy Food,40.0,Yonge & Eglinton
812,Green Papaya,CASUAL DINING,4.0,74.0,2401 Yonge Street,Thai,45.0,Yonge & Eglinton
813,Lime,CASUAL DINING,4.0,73.0,170 Eglinton Avenue East,Thai,70.0,Yonge & Eglinton
814,Sushi Kai,CASUAL DINING,3.6,84.0,168 Eglinton Avenue East,Japanese,70.0,Yonge & Eglinton
815,Boom Breakfast & Co,CASUAL DINING,3.9,80.0,174 Eglinton Avenue West,Diner,45.0,Yonge & Eglinton
816,T-Buds,CAFÉ,3.8,57.0,3343 Yonge Street Fl 2,Cafe,40.0,Yonge & Eglinton
817,Classico Louie's Pizzeria,QUICK BITES,4.1,61.0,2549 Yonge Street,Fast Food,35.0,Yonge & Eglinton
818,Mandarin Restaurant - Yonge,CASUAL DINING,3.9,82.0,2200 Yonge Street,Chinese,60.0,Yonge & Eglinton
819,Darbar,CASUAL DINING,4.0,43.0,288 Eglinton Avenue West,Iranian,85.0,Yonge & Eglinton
820,Sorn Thai,CASUAL DINING,4.0,56.0,2550 Yonge Street,Thai,55.0,Yonge & Eglinton
821,The Homeway,CASUAL DINING,3.9,63.0,955 Mount Pleasant Road,Diner,43.0,Yonge & Eglinton
822,Sushi Supreme,CASUAL DINING,3.8,65.0,1995 Yonge Street,Japanese,45.0,Yonge & Eglinton
823,Good Bite,CASUAL DINING,4.0,52.0,2463 Yonge Street,American,30.0,Yonge & Eglinton
824,Spacco Restaurant and Bar,CASUAL DINING,3.7,53.0,2415 Yonge Street,Italian,70.0,Yonge & Eglinton
825,Lil' Baci,CASUAL DINING,3.4,51.0,2013 Yonge Street,Italian,50.0,Yonge & Eglinton
826,Chef Of India,CASUAL DINING,3.3,48.0,30 Eglinton Avenue West,Indian,50.0,Yonge & Eglinton
827,Cibo Wine Bar Yonge St,CASUAL DINING,2.8,30.0,2472 Yonge Street,Italian,70.0,Yonge & Eglinton
828,The Cupcake Shoppe,DESSERT PARLOR,3.5,50.0,2417 Yonge Street,Desserts,15.0,Yonge & Eglinton
829,La Boheme Cafe,CAFÉ,3.6,40.0,2481 Yonge Street,Cafe,30.0,Yonge & Eglinton
830,Sushi Rock,CASUAL DINING,3.5,51.0,2359 Yonge Street,Japanese,35.0,Yonge & Eglinton
831,Grano,CASUAL DINING,3.8,63.0,2035 Yonge Street,Italian,55.0,Yonge & Eglinton
832,Mars Uptown Diner,CASUAL DINING,3.6,53.0,2363 Yonge Street,Diner,35.0,Yonge & Eglinton
833,Phipps Bakery Cafe,DESSERT PARLOR,3.8,31.0,420 Eglinton Avenue West,Desserts,25.0,Yonge & Eglinton
834,Alleycatz,BAR,3.3,56.0,2409 Yonge Street,Bar Food,80.0,Yonge & Eglinton
835,The Wallace Gastropub,CASUAL DINING,3.0,20.0,1954 Yonge Street,Bar Food,70.0,Yonge & Eglinton
836,SIP Wine Bar,CASUAL DINING,3.6,33.0,2 Broadway Avenue,Italian,70.0,Yonge & Eglinton
837,.Gelato Simply Italian,CAFÉ,4.1,43.0,2076 Yonge Street,Desserts,30.0,Yonge & Eglinton
838,Tokyo Sushi,CASUAL DINING,3.8,44.0,373 Eglinton Avenue West,Japanese,50.0,Yonge & Eglinton
839,C'est Bon,CASUAL DINING,3.6,46.0,2685 Yonge Street,Chinese,40.0,Yonge & Eglinton
840,South St. Burger Co.,QUICK BITES,3.7,41.0,2383 Yonge Street,Fast Food,25.0,Yonge & Eglinton
841,De Mello Palheta Coffee Roasters,CAFÉ,3.8,20.0,2489 Yonge Street,Cafe,20.0,Yonge & Eglinton
842,St. Louis Bar and Grill,CASUAL DINING,3.5,44.0,2050 Yonge St.,Bar Food,40.0,Yonge & Eglinton
843,Boar,QUICK BITES,3.6,24.0,3 Glebe Road East,American,25.0,Yonge & Eglinton
844,Himalayan Java House,CAFÉ,3.7,15.0,2552 Yonge Street,Cafe,15.0,Yonge & Eglinton
845,Kramer's Bar and Grill,CASUAL DINING,3.9,39.0,1915 Yonge Street,Bar Food,60.0,Yonge & Eglinton
846,Istanbul Cafe & Espresso Bar,CAFÉ,3.5,20.0,174 Eglinton Avenue East,Turkish,30.0,Yonge & Eglinton
847,Pho King Fabulous!,CASUAL DINING,3.0,25.0,2411 Yonge Street,Vietnamese,35.0,Yonge & Eglinton
848,Lola Sushi,CASUAL DINING,3.9,33.0,2070 Yonge Street,Japanese,50.0,Yonge & Eglinton
849,Dufflet Pastries,DESSERT PARLOR,3.7,25.0,2638 Yonge Street,Desserts,25.0,Yonge & Eglinton
850,Kimono Japanese Grill & Sushi,CASUAL DINING,3.5,22.0,359 Eglinton Avenue West,Japanese,35.0,Yonge & Eglinton
851,Khau Gully,CASUAL DINING,3.6,17.0,1991 Yonge Street,Indian,35.0,Yonge & Eglinton
852,La Carnita,CASUAL DINING,3.2,14.0,130 Eglinton Avenue E,Mexican,30.0,Yonge & Eglinton
853,Douce France,CAFÉ,3.6,17.0,820 Danforth Ave,Cafe,25.0,Yonge & Eglinton
854,I Zu,CASUAL DINING,3.6,28.0,1835 Yonge Street,Japanese,45.0,Yonge & Eglinton
855,The Fox,Other,2.8,25.0,51 Eglinton Avenue East,Bar Food,65.0,Yonge & Eglinton
856,Flaming Stove,QUICK BITES,3.4,9.0,21 Davisville Avenue,Asian,45.0,Yonge & Eglinton
857,Noorden,CASUAL DINING,3.3,6.0,2110 Yonge Street,Spanish,,Yonge & Eglinton
858,The Rose & Crown,CASUAL DINING,3.9,26.0,2335 Yonge Street,Bar Food,60.0,Yonge & Eglinton
859,Aroma Espresso Bar,CAFÉ,3.5,15.0,2300 Yonge Street,Cafe,25.0,Yonge & Eglinton
860,3.2,Other,,,Yonge & Eglinton,Middle Eastern,,Yonge & Eglinton
861,Roberto's,CASUAL DINING,3.4,20.0,2622 Yonge Street,Fast Food,25.0,Yonge & Eglinton
862,Star King,CASUAL DINING,3.5,14.0,2350 Yonge Street,Vietnamese,30.0,Yonge & Eglinton
863,Rachel's Coffee House,CAFÉ,3.7,17.0,2011 Yonge Street,Cafe,15.0,Yonge & Eglinton
864,TYC - by Sanjeev Kapoor,CASUAL DINING,2.9,12.0,55 Eglinton Ave E,Indian,40.0,Yonge & Eglinton
865,Sweet Jesus,DESSERT PARLOR,3.3,10.0,130 Eglinton Avenue E,Desserts,20.0,Yonge & Eglinton
866,Mimi's Caffe,CAFÉ,3.5,5.0,120 Eglinton Avenue East,Cafe,20.0,Yonge & Eglinton
867,The Right Wing,BAR,3.3,16.0,2497 Yonge Street,Bar Food,60.0,Yonge & Eglinton
868,Bahn Mi Boys,QUICK BITES,3.0,5.0,2365 Yonge Street,American,25.0,Yonge & Eglinton
869,Fionn MacCool's,CASUAL DINING,3.6,13.0,1867 Yonge Street,Bar Food,60.0,Yonge & Eglinton
870,Tosto Quickfire Pizza Pasta,CASUAL DINING,3.3,6.0,609 Roehampton Avenue,Italian,30.0,Yonge & Eglinton
871,David's Tea,BEVERAGE SHOP,3.7,14.0,2389 Yonge Street,Cafe,15.0,Yonge & Eglinton
872,La Salumeria,QUICK BITES,3.6,9.0,2021 Yonge Street,American,15.0,Yonge & Eglinton
873,Bakes & Goods,DESSERT PARLOR,3.6,6.0,2523 Yonge Street,Desserts,15.0,Yonge & Eglinton
874,The Queen's Legs,BAR,3.1,16.0,286 Eglinton Avenue West,Bar Food,45.0,Yonge & Eglinton
875,Banh Mi Boys,QUICK BITES,3.7,7.0,2365 Yonge Street,Asian,20.0,Yonge & Eglinton
876,Quick Pita,QUICK BITES,2.4,14.0,188 Eglinton Avenue East,Lebanese,40.0,Yonge & Eglinton
877,Gabby's,BAR,3.3,11.0,383 Eglinton Avenue East,Bar Food,55.0,Yonge & Eglinton
878,Gino's Pizza,QUICK BITES,,,2387 Yonge Street,Fast Food,30.0,Yonge & Eglinton
879,Swiss Chalet,CASUAL DINING,3.1,7.0,49 Eglinton Avenue,American,40.0,Yonge & Eglinton
880,Sushi Shop Yonge Eglinton Centre,CASUAL DINING,3.4,5.0,2300 Yonge Street 1E4,Japanese,30.0,Yonge & Eglinton
881,Maybes Restaurant,CASUAL DINING,3.3,7.0,188 Eglinton Avenue East,Lebanese,25.0,Yonge & Eglinton
882,Freshii,QUICK BITES,3.4,6.0,2300 Yonge Street,Healthy Food,30.0,Yonge & Eglinton
883,Manchu Wok,QUICK BITES,2.8,6.0,2300 Yonge Street,Fast Food,25.0,Yonge & Eglinton
884,Pasta Pantry Fine Foods,QUICK BITES,3.6,6.0,1997 Yonge Street,Italian,45.0,Yonge & Eglinton
885,Ritz Caribbean Foods,QUICK BITES,,,32 Eglinton Avenue West,Caribbean,30.0,Yonge & Eglinton
886,Magic Oven,QUICK BITES,,,302 Eglinton Avenue West,Fast Food,45.0,Yonge & Eglinton
887,A & W,QUICK BITES,3.0,5.0,35 Eglinton Avenue East,American,25.0,Yonge & Eglinton
888,Villa Madina,QUICK BITES,2.9,6.0,2300 Yonge Street,Mediterranean,25.0,Yonge & Eglinton
889,Thai Express,QUICK BITES,,,1881 Yonge Street,Thai,25.0,Yonge & Eglinton
890,Pizza Nova,QUICK BITES,3.2,6.0,2300 Yonge Street,Fast Food,30.0,Yonge & Eglinton
891,Starbucks,CAFÉ,3.1,6.0,39 Eglinton Avenue East,Cafe,20.0,Yonge & Eglinton
892,Crosstown Coffee Bar,CAFÉ,,,187 Highbourne Road,Cafe,15.0,Yonge & Eglinton
893,Zezafoun Syrian Cuisine,FAST CASUAL,,,4 Manor Rd E,Syrian,20.0,Yonge & Eglinton
894,Pastissima,QUICK BITES,3.0,9.0,2633 Yonge Street,Italian,30.0,Yonge & Eglinton
895,Joanne's Deli,QUICK BITES,3.3,6.0,234 Eglinton Avenue East,Deli,35.0,Yonge & Eglinton
896,Popeyes Louisiana Kitchen,QUICK BITES,3.7,7.0,181 Eglinton Avenue East,Fast Food,25.0,Yonge & Eglinton
897,La Carnita,CASUAL DINING,,,130 Eglinton,Mexican,,Yonge & Eglinton
898,Lemongrass,QUICK BITES,,,2300 Yonge Street,Thai,25.0,Yonge & Eglinton
899,Prohibition Gastrohouse,BAR,,,40 Eglinton Avenue,American,45.0,Yonge & Eglinton
900,Fit For Life,QUICK BITES,,,50 Eglinton Avenue East,Healthy Food,25.0,Yonge & Eglinton
901,Bar Batavia,BAR,,,2031 Younge Street,Bar Food,60.0,Yonge & Eglinton
902,Hokkaido Ramen Santouka,CASUAL DINING,,,2057 Yonge St,Japanese,45.0,Yonge & Eglinton
903,The Bagel Stop,CAFÉ,,,2300 Yonge Street,Cafe,15.0,Yonge & Eglinton
904,Panago,QUICK BITES,3.7,5.0,188 Eglinton Avenue East,Fast Food,30.0,Yonge & Eglinton
905,McDonald's,QUICK BITES,,,20 Eglinton Avenue East,Fast Food,25.0,Yonge & Eglinton
906,Pizzaiolo,QUICK BITES,,,37 Eglinton Avenue East,Fast Food,30.0,Yonge & Eglinton
907,Uptown Brie,QUICK BITES,,,11 Castlefield Avenue,American,20.0,Yonge & Eglinton
908,Tim Hortons,CAFÉ,,,2377 Yonge Street,American,20.0,Yonge & Eglinton
909,Second Cup Coffee Co.,Other,,,40 Eglinton Avenue East,Cafe,10.0,Yonge & Eglinton
910,Booster Juice,BEVERAGE SHOP,,,2300 Yonge Stret,Beverages,20.0,Yonge & Eglinton
911,Taco Bell,QUICK BITES,,,2300 Yonge Street,Fast Food,20.0,Yonge & Eglinton
912,Timothy's,CAFÉ,,,90 Eglinton Avenue East,Cafe,25.0,Yonge & Eglinton
913,Teriyaki Experience,QUICK BITES,,,2300 Yonge Street,Japanese,20.0,Yonge & Eglinton
914,Pizza Pizza,QUICK BITES,,,1923 Yonge Street,Fast Food,25.0,Yonge & Eglinton
915,Wing Machine,QUICK BITES,,,2387 Yonge Street,Fast Food,30.0,Yonge & Eglinton
916,Greenhouse Juice Co.,BEVERAGE SHOP,,,2553 Yonge Street,Beverages,30.0,Yonge & Eglinton
917,Cafe Dinah E,CAFÉ,,,124 Eglinton Avenue West,Cafe,20.0,Yonge & Eglinton
918,Dal Moro's Fresh Pasta To Go,QUICK BITES,,,605 Yonge Street,Italian,20.0,Yonge & Eglinton
919,Panini 2 go,CAFÉ,,,2409 Yonge Street,Cafe,25.0,Yonge & Eglinton
920,Subway,QUICK BITES,,,250 Eglinton Avenue East,Fast Food,20.0,Yonge & Eglinton
921,Jimmy The Greek,CASUAL DINING,,,2300 Yonge Street Toronto,Mediterranean,30.0,Yonge & Eglinton
922,Pascale Gourmet,QUICK BITES,,,2393 Yonge Street,American,20.0,Yonge & Eglinton
923,Cinnabon,BAKERY,,,2200 Yonge Street,Desserts,15.0,Yonge & Eglinton
924,The Keg Steakhouse + Bar,BAR,,,2201 Yonge Street,Steakhouse,45.0,Yonge & Eglinton
925,Laura Secord,DESSERT PARLOR,,,2300 Yonge Street,Desserts,15.0,Yonge & Eglinton
926,Kiva's Bakery,QUICK BITES,,,2496 Yonge Street,American,10.0,Yonge & Eglinton
927,Yogen Früz,DESSERT PARLOR,,,2300 Yonge Street,Desserts,15.0,Yonge & Eglinton
928,Cafe Gelato,DESSERT PARLOR,,,2494 Yonge Street,Cafe,15.0,Yonge & Eglinton
929,The Great Canadian Bagel,QUICK BITES,,,2200 Yonge Street,Cafe,15.0,Yonge & Eglinton
930,Byblos Uptown,CASUAL DINING,,,2537 Yonge Street,Mexican,60.0,Yonge & Eglinton
931,KFC,QUICK BITES,,,2300 Yonge Street,Fast Food,25.0,Yonge & Eglinton
932,JJ's Deli,QUICK BITES,,,1881 Yonge Street,Fast Food,15.0,Yonge & Eglinton
933,Harvey's,QUICK BITES,,,49 Eglinton Avenue East,Fast Food,25.0,Yonge & Eglinton
934,Pizza Hut,QUICK BITES,,,233 Eglinton Avenue West,Fast Food,25.0,Yonge & Eglinton
935,Mr. Sub,QUICK BITES,,,1881 Yonge Street,Fast Food,25.0,Yonge & Eglinton
936,New York Classic Grill,BAR,,,250 Eglinton Avenue West,Bar Food,50.0,Yonge & Eglinton
937,Harvey's,QUICK BITES,,,2990 Eglinton Ave E,Fast Food,25.0,Yonge & Eglinton
938,Village Juicery,BEVERAGE SHOP,,,2409 Yonge Street,Beverages,,Yonge & Eglinton
939,Messini,CASUAL DINING,4.4,609.0,445 Danforth Avenue,Mediterranean,40.0,The Danforth
940,Pizzeria Libretto,CASUAL DINING,4.3,281.0,550 Danforth Avenue,Fast Food,50.0,The Danforth
941,Mezes,CASUAL DINING,4.4,242.0,456 Danforth Avenue,Mediterranean,60.0,The Danforth
942,Square Boy,QUICK BITES,4.3,199.0,875 Danforth Avenue,Mediterranean,20.0,The Danforth
943,Astoria Shish Kebob House,CASUAL DINING,4.2,239.0,390 Danforth Avenue,Mediterranean,50.0,The Danforth
944,Allen's,CASUAL DINING,4.1,196.0,143 Danforth Avenue,American,55.0,The Danforth
945,7 Numbers,CASUAL DINING,4.1,145.0,307 Danforth Avenue,Italian,60.0,The Danforth
946,Pantheon,CASUAL DINING,4.3,132.0,407 Danforth Avenue,Mediterranean,70.0,The Danforth
947,Globe Bistro,CASUAL DINING,3.7,113.0,124 Danforth Avenue,American,90.0,The Danforth
948,Rodeo Brazilian Steakhouse,CASUAL DINING,4.2,125.0,95 Danforth Avenue,Brazilian,80.0,The Danforth
949,Off The Hook,CASUAL DINING,4.4,101.0,749 Broadview Avenue,British,35.0,The Danforth
950,PAN,CASUAL DINING,4.0,109.0,516 Danforth Avenue,Mediterranean,55.0,The Danforth
951,Ouzeri,CASUAL DINING,4.1,105.0,"500A Danforth Avenue, Toronto",Mediterranean,60.0,The Danforth
952,Tapas at Embrujo,CASUAL DINING,4.2,48.0,97 Danforth Avenue,Spanish,50.0,The Danforth
953,Instant Confirmation,Other,,,Factory Girl,Fast Food,65.0,The Danforth
954,VON Doughnuts,DESSERT PARLOR,3.9,47.0,713 Danforth Avenue,Desserts,15.0,The Danforth
955,Casa Sushi,CASUAL DINING,4.4,66.0,469 Danforth Avenue,Japanese,35.0,The Danforth
956,Athens Pastries,CAFÉ,4.4,86.0,509 Danforth Avenue,Cafe,25.0,The Danforth
957,Christina's,CASUAL DINING,3.7,103.0,492 Danforth Avenue,Mediterranean,50.0,The Danforth
958,The Auld Spot,CASUAL DINING,4.1,83.0,347 Danforth Avenue,Bar Food,60.0,The Danforth
959,Greenwood Smokehouse BBQ,CASUAL DINING,3.5,44.0,673 Danforth Avenue,BBQ,50.0,The Danforth
960,Katsu Sushi,CASUAL DINING,3.7,89.0,572 Danforth Avenue,Japanese,50.0,The Danforth
961,Asteria,CASUAL DINING,4.1,84.0,292 Danforth Avenue,Mediterranean,35.0,The Danforth
962,The Only Cafe,BAR,4.0,56.0,972 Danforth Avenue,Bar Food,30.0,The Danforth
963,Burger Stomper - Gourmet Burger & Milkshake Bar,QUICK BITES,4.0,55.0,364 Danforth Avenue,American,30.0,The Danforth
964,The Combine Eatery,CASUAL DINING,3.9,73.0,162 Danforth Avenue,American,65.0,The Danforth
965,Il Fornello,CASUAL DINING,4.0,73.0,576 Danforth Avenue,Italian,65.0,The Danforth
966,Kalyvia,CASUAL DINING,3.9,69.0,420 Danforth Avenue,Mediterranean,60.0,The Danforth
967,Mambo Lounge,CASUAL DINING,3.7,56.0,120 Danforth Avenue,Caribbean,55.0,The Danforth
968,Ha Gow Dim Sum House,CASUAL DINING,3.9,38.0,988 Danforth Avenue,Chinese,30.0,The Danforth
969,Dolce Gelato,DESSERT PARLOR,4.0,49.0,414 Danforth Avenue,Desserts,20.0,The Danforth
970,Danforth Dragon,CASUAL DINING,3.9,56.0,861 Danforth Avenue,Chinese,40.0,The Danforth
971,Louis Cifer Brew Works,CASUAL DINING,3.4,29.0,417 Danforth Avenue,Bar Food,45.0,The Danforth
972,Mr. Pide,QUICK BITES,3.9,40.0,"800A Danforth Avenue, Toronto",Turkish,25.0,The Danforth
973,Mocha Mocha,CAFÉ,3.9,64.0,489 Danforth Avenue,Cafe,40.0,The Danforth
974,Sher-E-Punjab,CASUAL DINING,3.8,45.0,351 Danforth Avenue,Indian,45.0,The Danforth
975,Danforth Pizza House,QUICK BITES,4.1,46.0,920 Danforth Avenue,Fast Food,35.0,The Danforth
976,Cafe Fiorentina,CASUAL DINING,3.8,29.0,463 Danforth Avenue,Italian,35.0,The Danforth
977,Sushi Delight,CASUAL DINING,4.0,59.0,461 Danforth Avenue,Japanese,40.0,The Danforth
978,New York Cafe,CASUAL DINING,3.9,50.0,757 Broadview Avenue,American,50.0,The Danforth
979,Simone's Caribbean Restaurant,CASUAL DINING,3.8,28.0,596 Danforth Avenue,Caribbean,35.0,The Danforth
980,Caffe Demetre,DESSERT PARLOR,3.7,46.0,400 Danforth Avenue,Desserts,35.0,The Danforth
981,The Friendly Greek,CASUAL DINING,3.6,53.0,494 Danforth Avenue,Mediterranean,65.0,The Danforth
982,Megas,CASUAL DINING,3.5,43.0,402 Danforth Avenue,Mediterranean,50.0,The Danforth
983,Avli,CASUAL DINING,3.9,44.0,401 Danforth Avenue,Mediterranean,70.0,The Danforth
984,Aji Sai,CASUAL DINING,3.9,40.0,783 Danforth Avenue,Japanese,40.0,The Danforth
985,Makkah Restaurant,QUICK BITES,3.9,27.0,1020 Danforth Avenue,Pakistani,25.0,The Danforth
986,Detroit Eatery,CASUAL DINING,3.6,38.0,389 Danforth Avenue,American,30.0,The Danforth
987,Athens Restaurant & Tavern,CASUAL DINING,3.8,31.0,707 Danforth Avenue,Mediterranean,50.0,The Danforth
988,Nakayoshi,CASUAL DINING,3.7,29.0,812 Danforth Avenue,Japanese,40.0,The Danforth
989,The Big Carrot,CAFÉ,3.8,41.0,348 Danforth Avenue,Beverages,25.0,The Danforth
990,Big House Pizza,CASUAL DINING,3.9,25.0,962 Danforth Avenue,Fast Food,40.0,The Danforth
991,Dough Bakeshop,BAKERY,3.7,34.0,173 Danforth Avenue,Bakery,20.0,The Danforth
992,Fox & Fiddle,CASUAL DINING,2.7,36.0,535 Danforth Avenue,Bar Food,55.0,The Danforth
993,Broadview Espresso,CAFÉ,3.9,29.0,817 Broadview Avenue,Cafe,20.0,The Danforth
994,Serano Bakery,BAKERY,3.5,13.0,830 Pape Avenue,Bakery,20.0,The Danforth
995,Alexandros,QUICK BITES,3.8,26.0,484 Danforth Avenue,Mediterranean,30.0,The Danforth
996,Licken Chicken,QUICK BITES,3.5,17.0,1028 Danforth Avenue,Fast Food,20.0,The Danforth
997,Akropolis Pastries,CAFÉ,3.6,19.0,708 Danforth Avenue,Cafe,25.0,The Danforth
998,The Old Nick,CASUAL DINING,3.9,30.0,123 Danforth Avenue,Bar Food,40.0,The Danforth
999,Mong-Kut Thai Gold,CASUAL DINING,3.1,20.0,471 Danforth Avenue,Thai,40.0,The Danforth
1000,Ali Baba's,QUICK BITES,3.8,17.0,113 Danforth Avenue,Middle Eastern,25.0,The Danforth
1001,Tsaa Tea Shop,BEVERAGE SHOP,3.9,16.0,412 Danforth Avenue,Cafe,20.0,The Danforth
1002,Brass Taps Pizza Pub,CASUAL DINING,3.0,17.0,493 Danforth Avenue,Italian,40.0,The Danforth
1003,Motorama Restaurant,CASUAL DINING,3.7,15.0,862 Danforth Avenue,American,40.0,The Danforth
1004,La Diperie,DESSERT PARLOR,3.3,7.0,372 Danforth Avenue,Desserts,10.0,The Danforth
1005,Kobo Nobu,CASUAL DINING,3.6,6.0,786 Broadview Avenue,Japanese,40.0,The Danforth
1006,Cafe Frappe,CAFÉ,3.2,11.0,519 Danforth Avenue,Cafe,25.0,The Danforth
1007,Indira's Caribbean Spot,CASUAL DINING,3.0,12.0,937 Danforth Avenue,Latin American,25.0,The Danforth
1008,Red Castle,CASUAL DINING,3.1,6.0,531 Danforth Avenue,Mediterranean,30.0,The Danforth
1009,Second Cup Coffee Co.,Other,3.9,12.0,355 Danforth Avenue,Cafe,10.0,The Danforth
1010,521 Cafe & Bar,BAR,3.0,12.0,521 Danforth Avenue,American,45.0,The Danforth
1011,Trapezzi Kafe & Bar,CAFÉ,3.7,14.0,505 Danforth Avenue,Cafe,25.0,The Danforth
1012,Gabby's,BAR,2.7,14.0,729 Danforth Avenue,Bar Food,55.0,The Danforth
1013,Madina Halal Pizza,QUICK BITES,3.6,8.0,1078 Danforth Avenue,Fast Food,25.0,The Danforth
1014,Bread & Greens,QUICK BITES,3.1,15.0,102 Danforth Avenue,Deli,20.0,The Danforth
1015,Green Lady,QUICK BITES,2.6,8.0,1176 Danforth Avenue,Thai,40.0,The Danforth
1016,City Fried Chicken & Pizza,QUICK BITES,3.4,7.0,990 Danforth Avenue,Fast Food,25.0,The Danforth
1017,Bite Me Grill,CASUAL DINING,2.7,11.0,730 Danforth Avenue,American,35.0,The Danforth
1018,Kefi Lounge,BAR,,,511 Danforth Avenue,Mediterranean,50.0,The Danforth
1019,Popeyes,QUICK BITES,3.3,5.0,523 Danforth Avenue,Fast Food,25.0,The Danforth
1020,8 Sushi,CASUAL DINING,3.2,6.0,551 Danforth Avenue,Japanese,40.0,The Danforth
1021,Revere,CASUAL DINING,,,804 Danforth Avenue,American,25.0,The Danforth
1022,The Peoples Caribbean Dutch Pot,CASUAL DINING,3.0,7.0,751 Broadview Avenue,Caribbean,25.0,The Danforth
1023,Holy Chicken,FAST CASUAL,,,1028 Danforth Avenue,Fast Food,25.0,The Danforth
1024,Marvel Coffee,CAFÉ,3.7,6.0,6 Donlands Avenue,Cafe,20.0,The Danforth
1025,Sakawa Coffee,CAFÉ,,,867 Danforth Avenue,Japanese,25.0,The Danforth
1026,Rails And Ales,CASUAL DINING,3.4,8.0,1106 Danforth Avenue,Bar Food,60.0,The Danforth
1027,Green Basil,CASUAL DINING,,,353 Danforth Avenue,Thai,40.0,The Danforth
1028,Si Espresso & Pasticceria Bar,CAFÉ,3.3,5.0,748 Broadview Avenue,Cafe,20.0,The Danforth
1029,Pizzaiolo,QUICK BITES,3.0,6.0,588 Danforth Avenue,Fast Food,30.0,The Danforth
1030,Timothy's,CAFÉ,2.9,5.0,320 Danforth Avenue,Cafe,25.0,The Danforth
1031,Yogurty's,DESSERT PARLOR,,,475 Danforth Avenue,Desserts,15.0,The Danforth
1032,Dora Keogh,CASUAL DINING,2.5,6.0,141 Danforth Avenue,Irish,90.0,The Danforth
1033,Momo Hut & Gardens,QUICK BITES,,,401 Danforth Avenue,American,15.0,The Danforth
1034,Fernando's Hideaway,CASUAL DINING,,,785 Danforth Aveune,American,25.0,The Danforth
1035,Sultan Shawarma & Falafel,QUICK BITES,2.9,5.0,721 Pape Avenue,Middle Eastern,20.0,The Danforth
1036,A & W,QUICK BITES,3.0,5.0,654 Danforth Avenue,American,25.0,The Danforth
1037,Brigantino's on the Danforth,CASUAL DINING,,,401 Danforth Avenue,Italian,25.0,The Danforth
1038,Pizza Pizza,QUICK BITES,2.9,4.0,780 Danforth Avenue,Fast Food,25.0,The Danforth
1039,KO Burgers,QUICK BITES,2.8,4.0,788 Broadview Avenue,American,25.0,The Danforth
1040,Wing House & Sports Bar,CASUAL DINING,,,630 Danforth Avenue,Bar Food,40.0,The Danforth
1041,Billiards Academy & Sports Lounge,BAR,,,485 Danforth Avenue,Bar Food,40.0,The Danforth
1042,The Black Swan,BAR,2.6,5.0,154 Danforth Avenue,Bar Food,40.0,The Danforth
1043,Original Gyro,CASUAL DINING,,,547 Danforth Ave,Mediterranean,15.0,The Danforth
1044,The Olde Eton House,BAR,,,710 Danforth Avenue,Bar Food,40.0,The Danforth
1045,Kabsa Mandi,CASUAL DINING,,,1008 Danforth Avenue,Middle Eastern,30.0,The Danforth
1046,Anestis Taverna,CASUAL DINING,,,526 Danforth Ave,Mediterranean,45.0,The Danforth
