Name,EstablishmentType,Rating,NumReviews,Address,Cuisine,CostForTwo,City
Willy's,CASUAL DINING,3.9,36.0,"10459 Yonge Street, Richmond Hill L4C 3C2","Hakka Chinese, Chinese",35.0,Richmond Hill
Shiraz Restaurant,CASUAL DINING,3.9,28.0,"9737 Yonge Street, Richmond Hill L4C 1V7",Iranian,50.0,Richmond Hill
Mitsui,CASUAL DINING,3.6,30.0,"10815 Bathurst Street, Unit 28, Richmond Hill L4C 9Y2","Sushi, Japanese, Asian, Bubble Tea",40.0,Richmond Hill
Marathon Cafe,QUICK BITES,3.2,24.0,"155 East Beaver Creek Road, Unit 26, Richmond Hill","Chinese, Hong Kong Style, Beverages",20.0,Richmond Hill
Chef Burger,QUICK BITES,3.5,33.0,"8910 Yonge Street, Richmond Hill L4C 0L7",Fast Food,25.0,Richmond Hill
Shishlix,CASUAL DINING,3.8,31.0,"Observatory Place, 9555 Yonge Street, Richmond Hill L4C 9M5","Kebab, Middle Eastern, Iranian",30.0,Richmond Hill
BB Cafe,CAFÉ,3.7,24.0,"10067 Yonge Street, Richmond Hill L4C 1T7",Cafe,30.0,Richmond Hill
Congee Wong,CASUAL DINING,3.6,9.0,"1 Spadina Road, Unit 25-29, Richmond Hill","Cantonese, Chinese, Asian",43.0,Richmond Hill
Toppings,QUICK BITES,3.9,30.0,"1285 Elgin Mills Road, E Suite 16, Richmond Hill L4S 0B5","Pizza, Fast Food, Burger",30.0,Richmond Hill
Bhai's Indian Canteen,CASUAL DINING,3.2,18.0,"115 York Boulevard, Suite 8, Richmond Hill L4B 3B4 3B4","Indian, Fusion",30.0,Richmond Hill
Bamiyan Kabob,QUICK BITES,3.3,23.0,"161 York Boulevard, Richmond Hill",Middle Eastern,35.0,Richmond Hill
Asian Garden,CASUAL DINING,3.9,24.0,"883 16th Avenue, Richmond Hill","Hakka Chinese, Asian",25.0,Richmond Hill
Judy Cuisine,CASUAL DINING,3.7,26.0,"Times Square, 550 Highway 7 East, A31, Richmond Hill","Cantonese, Chinese, Asian",50.0,Richmond Hill
Pho Xe Lua,CASUAL DINING,3.3,28.0,"10066 Bayview Avenue, Unit 10, Richmond Hill L4C 2K9",Vietnamese,30.0,Richmond Hill
Allencourt Restaurant,CASUAL DINING,3.4,29.0,"614 Major Mackenzie Drive E, Richmond Hill L4C 1J8","Fish and Chips, Burger",40.0,Richmond Hill
Touhenboku Ramen,CASUAL DINING,2.9,13.0,1070 Major Mackenzie Drive,"Ramen, Japanese",40.0,Richmond Hill
Steam Kitchen,CASUAL DINING,3.1,25.0,"328 Highway 7 East, Unit B1 & B2, Richmond Hill","Cantonese, Chinese, Asian",30.0,Richmond Hill
Caribbean Jerk Pit,QUICK BITES,3.1,32.0,"10737 Yonge Street, Richmond Hill",Caribbean,25.0,Richmond Hill
Dayali,CASUAL DINING,2.7,14.0,160 York Boulevard,"Northern Chinese, Chinese, Asian",25.0,Richmond Hill
Day & Night Angus Beef Hot Pot,CASUAL DINING,,,"9021 Leslie Street, Unit 9-13 , Richmond Hill L4B 0B2","Seafood, Steak, Chinese",35.0,Richmond Hill
Pun Cao Tong,CASUAL DINING,3.6,21.0,"Times Square, 550 Highway 7 East, Suite 100, Richmond Hill","Healthy Food, Desserts, Chinese",25.0,Richmond Hill
Johns Chinese BBQ Restaurant,CASUAL DINING,3.5,24.0,"328 Highway 7 East, Unit 10-11, Richmond Hill","Cantonese, Chinese, Asian",30.0,Richmond Hill
Heavenly Delights,BAKERY,3.1,25.0,"8992 Yonge Street, Richmond Hill L4C 6Z8","Bakery, Desserts",25.0,Richmond Hill
Oak Ridges Pizza House,QUICK BITES,3.5,19.0,"13071 Yonge Street, Unit 26, Richmond Hill",Pizza,30.0,Richmond Hill
London Pub,BAR,3.7,28.0,"9724 Yonge Street, Richmond Hill L4C 1V9","Bar Food, British",60.0,Richmond Hill
Kelsey's,CASUAL DINING,3.8,30.0,"8715 Yonge Street, Richmond Hill",Canadian,65.0,Richmond Hill
Mr. Congee,CASUAL DINING,3.4,18.0,"9712 Yonge Street, Richmond Hill","Cantonese, Chinese, Asian",30.0,Richmond Hill
Archibald's Pub,BAR,3.3,30.0,"8950 Yonge Street, Unit 8, Richmond Hill L4C 6V5",Bar Food,60.0,Richmond Hill
The Owl Of Minerva,CASUAL DINING,3.3,20.0,"815 Major Mackenzie Drive East, Richmond Hill L4C 9X2","Korean, Asian",35.0,Richmond Hill
Golden Horse,CASUAL DINING,2.9,8.0,"1480 Major Mackenzie Drive East, Unit C7-C8, Richmond Hill","Hong Kong Style, Chinese",35.0,Richmond Hill
King Henry Arms,BAR,3.5,23.0,"9301 Yonge Street, Richmond Hill L4C 1V4","Bar Food, British",55.0,Richmond Hill
Bali Restaurant,CASUAL DINING,3.0,11.0,"10 East Wilmot Street, Richmond Hill",Asian,40.0,Richmond Hill
Richmond Grill,CASUAL DINING,3.9,28.0,"10165 Yonge Street, Richmond Hill","Grill, American",75.0,Richmond Hill
In-N-Out Pita,QUICK BITES,2.8,35.0,"Richmond Heights, 10520 Yonge Street, Richmond Hill L4C 3C7","Mediterranean, Fast Food",25.0,Richmond Hill
Tilted Kilt,BAR,3.0,20.0,"157 York Boulevard, Richmond Hill","Bar Food, American",60.0,Richmond Hill
The 3 Brewers,CASUAL DINING,3.1,14.0,"125 York Boulevard, Richmond Hill","American, Bar Food",65.0,Richmond Hill
