Name,EstablishmentType,Rating,NumReviews,Address,Cuisine,CostForTwo,City
Smoke's Poutinerie,QUICK BITES,,,"Woodbridge Square, 7600 Weston Road, Unit 37, Vaughan",Canadian,25.0,Woodbridge
Mr. Sub,QUICK BITES,3.9,4.0,"7700 Pine Valley Drive, Vaughan",Fast Food,25.0,Woodbridge
Pizza Break,QUICK BITES,3.6,4.0,"3560 Rutherford Road, Vaughan",Pizza,25.0,Woodbridge
Babylonian Fine Foods,QUICK BITES,,,"3603 Langstaff Road, Vaughan, Woodbridge","Mediterranean, Middle Eastern",25.0,Woodbridge
Quesada,QUICK BITES,2.9,4.0,"6150 Highway 7 West, Vaughan",Tex-Mex,25.0,Woodbridge
Nishi Sushi,CASUAL DINING,3.5,4.0,"9750 Weston Road, Unit 17, Vaughan","Sushi, Japanese, Asian",45.0,Woodbridge
St. Phillips Bakery,BAKERY,,,"5100 Rutherford Road, Vaughan","Bakery, Cafe",15.0,Woodbridge
Cameo Lounge,Other,,,"4120 Steeles Avenue West, Woodbridge","Bar Food, American",60.0,Woodbridge
The Big Cannoli,BAKERY,,,"28 Roytec Road, Vaughan","Bakery, Desserts",20.0,Woodbridge
Weston Vietnamese Restaurant,CASUAL DINING,,,"9750 Weston Road, Unit 24, Vaughan","Vietnamese, Asian",35.0,Woodbridge
Taco Bell,QUICK BITES,2.2,4.0,"4421 Highway 7, Woodbridge, GTA","Fast Food, Mexican",20.0,Woodbridge
Mcdonald's,QUICK BITES,,,"6130 Highway 7, Woodbridge, ON L4H 0R2",Fast Food,25.0,Woodbridge
Coffee House,CASUAL DINING,,,"9400 Highway 27, Toronto L4L 1A7","Canadian, Italian",30.0,Woodbridge
Subway,QUICK BITES,3.4,5.0,"8280 Highway 27, Vaughan",Fast Food,20.0,Woodbridge
Burrito Boyz,CASUAL DINING,,,"4451 York Regional Road 7, Woodbridge L4L 9A9",Tex-Mex,,Woodbridge
Gino's Pizza,QUICK BITES,,,"5451 Highway 7, Unit 112, Vaughan","Pizza, Fast Food",30.0,Woodbridge
Nicols Pastry Shop,BAKERY,,,"8633 Weston Road Weston Road, Unit 1, Vaughan","Desserts, Bakery, Cafe",20.0,Woodbridge
Topper's Pizza,CASUAL DINING,,,"8280 Highway 27, Unit B10, Woodbridge L4H 0R9","Pizza, Italian",25.0,Woodbridge
Pizza Pizza,QUICK BITES,3.7,4.0,"7694 Islington Avenue, Unit 5, Vaughan","Pizza, Fast Food",25.0,Woodbridge
Golden China Cuisine,CASUAL DINING,,,"4555 Highway, Unit 7, Vaughan L4L 1S6","Chinese, Asian",25.0,Woodbridge
Pita Bite,QUICK BITES,,,"9200 Weston Road, Unit 6, Vaughan L4H 2P8","Middle Eastern, Lebanese",20.0,Woodbridge
Teppan Cave,CASUAL DINING,,,"3540 Rutherford Road, Vaughan",Japanese,80.0,Woodbridge
Sweets By Zuccaro,DESSERT PARLOR,,,"200 Marycroft Avenue, Woodbridge","European, Desserts",20.0,Woodbridge
Midan Restaurant,CASUAL DINING,,,"3700 Steeles Ave West, Woodbridge","Italian, Eastern European, Canadian",,Woodbridge
Ristorante Spaccanapoli,CASUAL DINING,,,"8787 Weston Rd, Toronto L4L 1A6",Italian,,Woodbridge
Thai Express,QUICK BITES,,,"SmartCentres Piazza Del Sole, 200 Windflower Gate, Vaughan",Thai,25.0,Woodbridge
Green Mango,CASUAL DINING,,,"8401 Weston Road, Unit 905, Vaughan","Vietnamese, Thai, Asian",25.0,Woodbridge
Wingporium,CASUAL DINING,,,"5025 Steeles Avenue West, Woodbridge","Bar Food, Grill",50.0,Woodbridge
Wendy's,FAST FOOD,,,25 Woodstream Boulevard,"Fast Food, Burger",20.0,Woodbridge
